OBJECT_NAME,NORAD_CAT_ID,COUNTRY_CODE,LAUNCH_DATE,PERIOD,INCLINATION,APOAPSIS,PERIAPSIS,RCS_SIZE,DECAY_DATE,sensor_type,Detailed Purpose
FLOCK 4G 21,62651,US,2025-01-14,,,,,,,EO,
FLOCK 4G 22,62645,US,2025-01-14,,,,,,,EO,
FLOCK 4G 23,62647,US,2025-01-14,,,,,,,EO,
FLOCK 4G 24,62637,US,2025-01-14,,,,,,,EO,
FLOCK 4G 25,62646,US,2025-01-14,,,,,,,EO,
FLOCK 4G 26,62633,US,2025-01-14,,,,,,,EO,
FLOCK 4G 27,62641,US,2025-01-14,,,,,,,EO,
FLOCK 4G 28,62634,US,2025-01-14,,,,,,,EO,
FLOCK 4G 29,62642,US,2025-01-14,,,,,,,EO,
FLOCK 4G 3,62639,US,2025-01-14,,,,,,,EO,
FLOCK 4G 30,62679,US,2025-01-14,,,,,,,EO,
FLOCK 4G 31,62652,US,2025-01-14,,,,,,,EO,
FLOCK 4G 32,62643,US,2025-01-14,,,,,,,EO,
FLOCK 4G 33,62685,US,2025-01-14,,,,,,,EO,
FLOCK 4G 34,62650,US,2025-01-14,,,,,,,EO,
FLOCK 4G 35,62683,US,2025-01-14,,,,,,,EO,
FLOCK 4G 36,62675,US,2025-01-14,,,,,,,EO,
FLOCK 4G 4,62659,US,2025-01-14,,,,,,,EO,
FLOCK 4G 5,62663,US,2025-01-14,,,,,,,EO,
FLOCK 4G 6,62660,US,2025-01-14,,,,,,,EO,
FLOCK 4G 7,62624,US,2025-01-14,,,,,,,EO,
FLOCK 4G 8,62613,US,2025-01-14,,,,,,,EO,
FLOCK 4G 9,62622,US,2025-01-14,,,,,,,EO,
FLOCK 4H 1,66704,US,2025-11-28,,,,,,,EO,
FLOCK 4H 10,66713,US,2025-11-28,,,,,,,EO,
FLOCK 4H 11,66714,US,2025-11-28,,,,,,,EO,
FLOCK 4H 12,66715,US,2025-11-28,,,,,,,EO,
FLOCK 4H 13,66716,US,2025-11-28,,,,,,,EO,
FLOCK 4H 14,66717,US,2025-11-28,,,,,,,EO,
FLOCK 4H 15,66718,US,2025-11-28,,,,,,,EO,
FLOCK 4H 16,66719,US,2025-11-28,,,,,,,EO,
FLOCK 4H 17,66720,US,2025-11-28,,,,,,,EO,
FLOCK 4H 18,66721,US,2025-11-28,,,,,,,EO,
FLOCK 4H 19,66722,US,2025-11-28,,,,,,,EO,
FLOCK 4H 2,66705,US,2025-11-28,,,,,,,EO,
FLOCK 4H 20,66723,US,2025-11-28,,,,,,,EO,
FLOCK 4H 21,66724,US,2025-11-28,,,,,,,EO,
FLOCK 4H 22,66725,US,2025-11-28,,,,,,,EO,
FLOCK 4H 23,66726,US,2025-11-28,,,,,,,EO,
FLOCK 4H 24,66727,US,2025-11-28,,,,,,,EO,
FLOCK 4H 25,66728,US,2025-11-28,,,,,,,EO,
FLOCK 4H 26,66729,US,2025-11-28,,,,,,,EO,
FLOCK 4H 27,66730,US,2025-11-28,,,,,,,EO,
FLOCK 4H 28,66731,US,2025-11-28,,,,,,,EO,
FLOCK 4H 29,66732,US,2025-11-28,,,,,,,EO,
FLOCK 4H 3,66706,US,2025-11-28,,,,,,,EO,
FLOCK 4H 30,66733,US,2025-11-28,,,,,,,EO,
FLOCK 4H 31,66734,US,2025-11-28,,,,,,,EO,
FLOCK 4H 32,66735,US,2025-11-28,,,,,,,EO,
FLOCK 4H 33,66736,US,2025-11-28,,,,,,,EO,
FLOCK 4H 34,66737,US,2025-11-28,,,,,,,EO,
FLOCK 4H 35,66738,US,2025-11-28,,,,,,,EO,
FLOCK 4H 36,66739,US,2025-11-28,,,,,,,EO,
FLOCK 4H 4,66707,US,2025-11-28,,,,,,,EO,
FLOCK 4H 5,66708,TWN,2025-11-28,,,,,,,EO,
FLOCK 4H 6,66709,US,2025-11-28,,,,,,,EO,
FLOCK 4H 7,66710,US,2025-11-28,,,,,,,EO,
FLOCK 4H 8,66711,US,2025-11-28,,,,,,,EO,
FLOCK 4H 9,66712,US,2025-11-28,,,,,,,EO,
FLOCK 4Q 1,58270,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 11,58273,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 12,58275,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 13,58328,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 16,58271,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 2,58320,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 21,58329,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 22,58306,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 23,58307,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 25,58303,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 26,58284,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 27,58282,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 28,58280,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 29,58304,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 30,58286,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 31,58285,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 33,58308,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 34,58316,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 35,58309,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 36,58274,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 4,58327,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 7,58318,US,2023-11-11,,,,,,,EO,
FLOCK 4Q 9,58322,US,2023-11-11,,,,,,,EO,
GAOFEN 11-05,60249,PRC,2024-07-19,,,,,,,EO,
GAOFEN 12 04,57654,PRC,2023-08-20,,,,,,,EO,
GAOFEN 12-05,61571,PRC,2024-10-15,,,,,,,EO,
ICEYE-X25,56963,FIN,2023-06-12,,,,,,,SAR,
ICEYE-X31,58288,FIN,2023-11-11,,,,,,,SAR,
ICEYE-X33,60548,US,2024-08-16,,,,,,,SAR,
ICEYE-X34,58294,US,2023-11-11,,,,,,,SAR,
ICEYE-X35,58302,FIN,2023-11-11,,,,,,,SAR,
ICEYE-X36,59103,US,2024-03-04,,,,,,,SAR,
ICEYE-X37,59102,US,2024-03-04,,,,,,,SAR,
ICEYE-X38,59100,FIN,2024-03-04,,,,,,,SAR,
ICEYE-X39,60546,BRAZ,2024-08-16,,,,,,,SAR,
ICEYE-X40,60549,UAE,2024-08-16,,,,,,,SAR,
ICEYE-X41,62700,US,2025-01-14,,,,,,,SAR,
ICEYE-X42,62698,UAE,2025-01-14,,,,,,,SAR,
ICEYE-X43,60539,BRAZ,2024-08-16,,,,,,,SAR,
ICEYE-X44,62707,UAE,2025-01-14,,,,,,,SAR,
ICEYE-X45,62705,US,2025-01-14,,,,,,,SAR,
ICEYE-X46,63258,FIN,2025-03-15,,,,,,,SAR,
ICEYE-X47,62389,FIN,2024-12-21,,,,,,,SAR,
ICEYE-X48,63253,US,2025-03-15,,,,,,,SAR,
ICEYE-X49,62384,FIN,2024-12-21,,,,,,,SAR,
ICEYE-X50,63255,FIN,2025-03-15,,,,,,,SAR,
ICEYE-X51,63257,US,2025-03-15,,,,,,,SAR,
ICEYE-X52,64572,FIN,2025-06-23,,,,,,,SAR,
ICEYE-X53,64584,FIN,2025-06-23,,,,,,,SAR,
ICEYE-X54,64570,FIN,2025-06-23,,,,,,,SAR,
ICEYE-X55,64581,FIN,2025-06-23,,,,,,,SAR,
ICEYE-X56,64574,FIN,2025-06-23,,,,,,,SAR,
ICEYE-X57,64578,US,2025-06-23,,,,,,,SAR,
ICEYE-X58,66751,FIN,2025-11-28,,,,,,,SAR,
ICEYE-X59,66752,GREC,2025-11-28,,,,,,,SAR,
ICEYE-X60,66753,GREC,2025-11-28,,,,,,,SAR,
ICEYE-X61,66754,FIN,2025-11-28,,,,,,,SAR,
ICEYE-X62,66755,POL,2025-11-28,,,,,,,SAR,
ICEYE-X63,67372,FIN,2026-01-11,,,,,,,SAR,
ICEYE-X64,67373,FIN,2026-01-11,,,,,,,SAR,
ICEYE-X65,66300,UAE,2025-11-02,,,,,,,SAR,
ICEYE-X66,66301,UAE,2025-11-02,,,,,,,SAR,
ICEYE-X67,66302,UAE,2025-11-02,,,,,,,SAR,
ICEYE-X71,68494,FIN,2026-03-30,,,,,,,SAR,
ICEYE-X72,68504,FIN,2026-03-30,,,,,,,SAR,
ICEYE-X73,68496,POR,2026-03-30,,,,,,,SAR,
ICEYE-X74,68500,US,2026-03-30,,,,,,,SAR,
ICEYE-X75,68497,POL,2026-03-30,,,,,,,SAR,
ICEYE-X76,68502,POL,2026-03-30,,,,,,,SAR,
JILIN-01 KUANFU 02A,57696,PRC,2023-08-25,,,,,,,EO,
JILIN-01 KUANFU 02B 1,61189,PRC,2024-09-20,,,,,,,EO,
JILIN-01 KUANFU 02B 2,61190,PRC,2024-09-20,,,,,,,EO,
JILIN-01 KUANFU 02B 3,61191,PRC,2024-09-20,,,,,,,EO,
JILIN-01 KUANFU 02B 4,61192,PRC,2024-09-20,,,,,,,EO,
JILIN-01 KUANFU 02B 5,61193,PRC,2024-09-20,,,,,,,EO,
JILIN-01 KUANFU 02B 6,61194,PRC,2024-09-20,,,,,,,EO,
KOMPSAT-7,66820,ESA,2025-12-01,,,,,,,EO,
LASARSAT,62391,CZE,2024-12-21,,,,,,,SAR,
LEGION 1,59625,US,2024-05-02,,,,,,,EO,
LEGION 2,59626,US,2024-05-02,,,,,,,EO,
LEGION 3,60452,US,2024-08-15,,,,,,,EO,
LEGION 4,60453,US,2024-08-15,,,,,,,EO,
LEGION 5,62900,US,2025-02-04,,,,,,,EO,
LEGION 6,62901,US,2025-02-04,,,,,,,EO,
NISAR,65053,IND,2025-07-30,,,,,,,SAR,
PELICAN-1 3001,58296,US,2023-11-11,,,,,,,EO,
PELICAN-2 3009,62631,US,2025-01-14,,,,,,,EO,
PELICAN-3 300A,65315,US,2025-08-26,,,,,,,EO,
PELICAN-4 300B,65316,US,2025-08-26,,,,,,,EO,
PELICAN-5 300C,66667,US,2025-11-28,,,,,,,EO,
PELICAN-6 300D,66703,US,2025-11-28,,,,,,,EO,
PELICAN-7 300E,69017,US,2026-05-03,,,,,,,EO,
PELICAN-9 3010,69019,US,2026-05-03,,,,,,,EO,
PULSAR-0,64541,US,2025-06-23,,,,,,,SAR,
QPS-SAR-10 WADATSUMI-I,64055,JPN,2025-05-17,,,,,,,SAR,
QPS-SAR-11 YAMATSUMI,64340,JPN,2025-06-11,,,,,,,SAR,
QPS-SAR-12 KUSHINADA-I,65116,JPN,2025-08-05,,,,,,,SAR,
QPS-SAR-14 YACHIHOKO-1,66316,JPN,2025-11-05,,,,,,,SAR,
QPS-SAR-15 SUKUNAMI-1,67228,JPN,2025-12-21,,,,,,,SAR,
QPS-SAR-5 TSUKUYOMI-I,58578,JPN,2023-12-15,,,,,,,SAR,
QPS-SAR-7 TSUKUYOMI-II,59447,JPN,2024-04-07,,,,,,,SAR,
QPS-SAR-8 AMATERU-IV,60542,JPN,2024-08-16,,,,,,,SAR,
QPS-SAR-9 SUSANOO-I,63205,JPN,2025-03-15,,,,,,,SAR,
SENTINEL 1C,62261,ESA,2024-12-05,,,,,,,EO,
SENTINEL-1D,66315,ESA,2025-11-04,,,,,,,EO,
SENTINEL-2C,60989,ESA,2024-09-05,,,,,,,EO,
SPACEEYE-T1,63229,SKOR,2025-03-15,,,,,,,EO,
SUPERVIEW NEO 3-02,63208,PRC,2025-03-15,,,,,,,EO,
SUPERVIEW NEO-1 03,63125,PRC,2025-02-27,,,,,,,EO,
SUPERVIEW NEO-1 04,63126,PRC,2025-02-27,,,,,,,EO,
SUPERVIEW NEO-2 03,62079,PRC,2024-11-24,,,,,,,EO,
SUPERVIEW NEO-2 04,62080,PRC,2024-11-24,,,,,,,EO,
SUPERVIEW NEO-2 05,68377,PRC,2026-03-25,,,,,,,EO,
SUPERVIEW NEO-2 06,68378,PRC,2026-03-25,,,,,,,EO,
SUPERVIEW NEO-3 01,59510,PRC,2024-04-15,,,,,,,EO,
UMBRA-07,58297,US,2023-11-11,,,,,,,SAR,
UMBRA-09,60541,US,2024-08-16,,,,,,,SAR,
UMBRA-10,60547,US,2024-08-16,,,,,,,SAR,
UMBRA-11,66748,US,2025-11-28,,,,,,,SAR,
UMBRA-12,67371,US,2026-01-11,,,,,,,SAR,
