위성명,NORAD_ID,통과시간(UTC),최대앙각(°),궤도고도(km)
H-2A DEB,53116,2022-08-04 18:24:00,54.7,533.9
STARLINK-4190,53001,2022-08-04 12:51:00,54.7,352.1
TBA - TO BE ASSIGNED,81301,2022-08-04 04:47:00,54.7,1053.1
TBA - TO BE ASSIGNED,89101,2022-08-04 06:40:00,54.6,1192.8
STARLINK-4078,52689,2022-08-04 15:27:00,54.6,542.5
STARLINK-4341,53052,2022-08-04 21:37:00,54.6,417.4
TBA - TO BE ASSIGNED,270053,2022-08-04 13:26:00,54.5,971.3
OBJECT D,53319,2022-08-04 04:25:00,54.5,494.0
STARLINK-4276,53179,2022-08-04 17:51:00,54.4,352.6
TBA - TO BE ASSIGNED,89391,2022-08-04 07:52:00,54.4,540.7
STARLINK-3970,52706,2022-08-04 14:56:00,54.4,420.6
STARLINK-4299,53172,2022-08-04 17:54:00,54.4,352.5
TBA - TO BE ASSIGNED,81893,2022-08-04 03:01:00,54.3,1006.9
TBA - TO BE ASSIGNED,81552,2022-08-04 04:08:00,54.3,1155.3
STARLINK-4257,53184,2022-08-04 17:52:00,54.3,352.6
TBA - TO BE ASSIGNED,89135,2022-08-04 08:38:00,54.2,938.8
OBJECT F,52790,2022-08-04 18:46:00,54.2,618.4
FOSSASAT2E13,52776,2022-08-04 17:18:00,54.2,523.1
NACHOS-2,52945,2022-08-04 01:49:00,54.2,499.2
TBA - TO BE ASSIGNED,87029,2022-08-04 01:26:00,54.1,893.4
TBA - TO BE ASSIGNED,270066,2022-08-04 20:27:00,54.1,699.5
H-2A DEB,53339,2022-08-04 06:26:00,54.1,450.6
TBA - TO BE ASSIGNED,85383,2022-08-04 15:26:00,54.1,723.5
STARLINK-4305,53060,2022-08-04 21:35:00,54.1,417.2
STARLINK-4305,53060,2022-08-04 21:36:00,54.1,418.9
SZ-14,52797,2022-08-04 00:04:00,54.1,390.4
TBA - TO BE ASSIGNED,81122,2022-08-04 06:37:00,54.1,668.6
CSS (WENTIAN),53239,2022-08-04 00:04:00,54.1,390.2
STARLINK-4044,52662,2022-08-04 16:08:00,54.0,542.4
TBA - TO BE ASSIGNED,270173,2022-08-04 09:58:00,54.0,656.5
STARLINK-4318,53086,2022-08-04 09:41:00,54.0,417.9
MINOTAUR 4 DEB,52978,2022-08-04 23:50:00,53.9,567.1
TBA - TO BE ASSIGNED,270085,2022-08-04 05:17:00,53.9,926.5
STARLINK-4090,53165,2022-08-04 17:54:00,53.9,352.7
STARLINK-4281,53017,2022-08-04 12:49:00,53.9,352.3
TBA - TO BE ASSIGNED,89048,2022-08-04 02:31:00,53.9,665.6
GUARDIAN,52775,2022-08-04 05:44:00,53.9,541.0
STARLINK-4090,53165,2022-08-04 03:08:00,53.8,354.0
STARLINK-4310,53074,2022-08-04 09:44:00,53.8,417.7
TBA - TO BE ASSIGNED,82051,2022-08-04 14:17:00,53.8,914.6
TBA - TO BE ASSIGNED,270078,2022-08-04 11:10:00,53.8,793.0
STARLINK-4017,52682,2022-08-04 14:48:00,53.7,543.2
STARLINK-4314,53056,2022-08-04 21:36:00,53.7,417.3
STARLINK-4252,53057,2022-08-04 21:36:00,53.6,419.8
STARLINK-4338,53055,2022-08-04 21:36:00,53.6,417.2
STARLINK-4328,53071,2022-08-04 09:43:00,53.6,416.4
STARLINK-4324,53085,2022-08-04 09:41:00,53.6,418.0
TBA - TO BE ASSIGNED,82381,2022-08-04 22:51:00,53.5,758.7
STARLINK-4254,52998,2022-08-04 12:52:00,53.5,352.7
TBA - TO BE ASSIGNED,81624,2022-08-04 23:46:00,53.5,661.4
TBA - TO BE ASSIGNED,82314,2022-08-04 08:10:00,53.5,557.3
STARLINK-4194,53000,2022-08-04 12:52:00,53.5,352.2
STARLINK-4294,53176,2022-08-04 03:08:00,53.4,355.1
STARLINK-4273,53181,2022-08-04 03:07:00,53.4,354.8
STARLINK-4017,52682,2022-08-04 01:02:00,53.4,544.5
TBA - TO BE ASSIGNED,82428,2022-08-04 05:20:00,53.4,941.0
STARLINK-4308,53061,2022-08-04 21:35:00,53.4,418.5
COSMOS 1408 DEB,52808,2022-08-04 10:24:00,53.4,610.0
STARLINK-4052,53171,2022-08-04 03:06:00,53.3,354.0
TBA - TO BE ASSIGNED,270194,2022-08-04 21:15:00,53.3,1126.4
TBA - TO BE ASSIGNED,270011,2022-08-04 02:31:00,53.3,1158.6
STARLINK-4337,53053,2022-08-04 21:37:00,53.2,421.0
TBA - TO BE ASSIGNED,270043,2022-08-04 04:35:00,53.2,1069.3
STARLINK-4321,53082,2022-08-04 09:42:00,53.2,418.5
TBA - TO BE ASSIGNED,270170,2022-08-04 18:44:00,53.2,781.0
STARLINK-4362,53043,2022-08-04 21:14:00,53.1,417.4
VEERY-FS1,52777,2022-08-04 17:18:00,53.1,522.9
STARLINK-4116,53164,2022-08-04 17:55:00,53.1,352.6
STARLINK-4214,52877,2022-08-04 07:39:00,53.1,352.3
TBA - TO BE ASSIGNED,87204,2022-08-04 01:09:00,53.1,823.1
TBA - TO BE ASSIGNED,81817,2022-08-04 07:46:00,53.1,830.6
STARLINK-3999,52704,2022-08-04 14:56:00,53.1,420.4
TBA - TO BE ASSIGNED,87079,2022-08-04 08:42:00,53.0,516.1
TBA - TO BE ASSIGNED,85386,2022-08-04 16:22:00,53.0,658.0
TBA - TO BE ASSIGNED,53341,2022-08-04 18:20:00,53.0,586.2
TBA - TO BE ASSIGNED,81902,2022-08-04 08:45:00,52.9,634.0
STARLINK-4283,53016,2022-08-04 12:49:00,52.9,352.6
STARLINK-3947,52607,2022-08-04 00:22:00,52.9,543.5
STARLINK-4345,53049,2022-08-04 21:37:00,52.9,416.0
TBA - TO BE ASSIGNED,81865,2022-08-04 23:13:00,52.8,947.7
TBA - TO BE ASSIGNED,270077,2022-08-04 05:58:00,52.8,1043.0
TBA - TO BE ASSIGNED,81342,2022-08-04 06:55:00,52.7,918.1
STARLINK-3922,52584,2022-08-04 23:02:00,52.6,544.3
STARLINK-4021,53149,2022-08-04 17:55:00,52.6,352.8
TBA - TO BE ASSIGNED,82284,2022-08-04 21:33:00,52.6,727.9
STARLINK-4343,53050,2022-08-04 21:37:00,52.5,417.8
TBA - TO BE ASSIGNED,84415,2022-08-04 01:28:00,52.5,1128.4
STARLINK-4343,53050,2022-08-04 21:38:00,52.5,420.7
STARLINK-4331,53046,2022-08-04 21:38:00,52.5,418.8
STARLINK-4350,53045,2022-08-04 21:38:00,52.4,417.5
TBA - TO BE ASSIGNED,85004,2022-08-04 21:35:00,52.4,773.9
TBA - TO BE ASSIGNED,87214,2022-08-04 01:15:00,52.4,1011.8
STARLINK-3990,52626,2022-08-04 08:33:00,52.3,543.7
STARLINK-4121,53002,2022-08-04 12:52:00,52.3,352.4
TBA - TO BE ASSIGNED,81552,2022-08-04 14:28:00,52.3,1069.3
TBA - TO BE ASSIGNED,82311,2022-08-04 03:31:00,52.3,986.4
STARLINK-4336,53051,2022-08-04 21:36:00,52.3,417.6
TBA - TO BE ASSIGNED,87433,2022-08-04 06:39:00,52.2,1159.8
STARLINK-4161,53028,2022-08-04 12:48:00,52.2,352.4
TBA - TO BE ASSIGNED,81537,2022-08-04 15:15:00,52.1,839.4
STARLINK-4205,53174,2022-08-04 17:54:00,52.1,352.6
STARLINK-4161,53028,2022-08-04 12:47:00,52.1,352.9
TBA - TO BE ASSIGNED,270269,2022-08-04 21:54:00,52.1,1117.2
TBA - TO BE ASSIGNED,87304,2022-08-04 08:35:00,52.1,670.2
STARLINK-3932,52576,2022-08-04 23:04:00,52.0,544.9
OP2 (TYVAK-0821),52735,2022-08-04 16:46:00,52.0,529.0
TBA - TO BE ASSIGNED,82500,2022-08-04 09:22:00,52.0,779.6
STARLINK-4055,53161,2022-08-04 17:55:00,52.0,352.4
STARLINK-4252,53057,2022-08-04 21:35:00,52.0,419.6
OBJECT A,53316,2022-08-04 04:27:00,52.0,496.7
STARLINK-4020,52703,2022-08-04 14:55:00,51.9,422.3
STARLINK-4339,53054,2022-08-04 21:37:00,51.9,417.5
STARLINK-4276,53179,2022-08-04 17:52:00,51.9,353.0
COSMOS 1408 DEB,52809,2022-08-04 23:00:00,51.8,589.3
STARLINK-4288,53005,2022-08-04 12:51:00,51.8,352.0
STARLINK-4349,53044,2022-08-04 21:38:00,51.8,416.0
STARLINK-4263,53010,2022-08-04 12:50:00,51.7,352.6
STARLINK-4217,52999,2022-08-04 12:51:00,51.7,352.4
STARLINK-3920,52575,2022-08-04 13:08:00,51.7,543.2
SHERPA-AC1,52763,2022-08-04 17:19:00,51.7,526.0
STARLINK-4296,52995,2022-08-04 12:52:00,51.6,352.5
TBA - TO BE ASSIGNED,270139,2022-08-04 09:31:00,51.6,701.4
TBA - TO BE ASSIGNED,82402,2022-08-04 04:36:00,51.6,616.5
STARLINK-4330,53080,2022-08-04 09:42:00,51.6,418.2
TBA - TO BE ASSIGNED,87656,2022-08-04 20:01:00,51.6,690.4
COSMOS 1408 DEB,52926,2022-08-04 21:59:00,51.5,407.1
STARLINK-4052,53171,2022-08-04 03:07:00,51.5,354.2
STARLINK-4278,53182,2022-08-04 17:52:00,51.5,352.9
STARLINK-4011,52615,2022-08-04 10:16:00,51.5,544.0
STARLINK-4298,53177,2022-08-04 17:53:00,51.5,352.7
TBA - TO BE ASSIGNED,270119,2022-08-04 07:43:00,51.4,779.3
TBA - TO BE ASSIGNED,85238,2022-08-04 19:35:00,51.4,969.6
STARLINK-4319,53084,2022-08-04 09:41:00,51.4,417.6
STARLINK-3683,53167,2022-08-04 17:53:00,51.4,352.8
STARLINK-3919,52580,2022-08-04 14:07:00,51.4,543.1
STARLINK-4348,53075,2022-08-04 09:43:00,51.3,418.5
STARLINK-3844,52705,2022-08-04 14:56:00,51.3,420.0
COSMOS 1408 DEB,52926,2022-08-04 22:00:00,51.2,405.8
STARLINK-4265,53011,2022-08-04 12:50:00,51.2,352.3
STARLINK-4105,53168,2022-08-04 17:54:00,51.2,353.1
STARLINK-3941,52638,2022-08-04 09:17:00,51.1,544.2
STARLINK-4087,53156,2022-08-04 17:56:00,51.1,352.5
TBA - TO BE ASSIGNED,89347,2022-08-04 05:29:00,51.1,599.7
TBA - TO BE ASSIGNED,270102,2022-08-04 09:11:00,51.1,497.6
STARLINK-4341,53052,2022-08-04 21:39:00,51.0,428.0
TBA - TO BE ASSIGNED,87014,2022-08-04 13:46:00,51.0,1138.6
STARLINK-4216,53022,2022-08-04 12:48:00,51.0,352.8
STARLINK-4088,53155,2022-08-04 17:56:00,50.9,352.7
STARLINK-4333,53088,2022-08-04 09:41:00,50.9,418.6
STARLINK-4326,53081,2022-08-04 09:42:00,50.9,418.5
TBA - TO BE ASSIGNED,270215,2022-08-04 05:58:00,50.9,929.1
STARLINK-4111,53159,2022-08-04 17:55:00,50.8,352.8
TBA - TO BE ASSIGNED,270020,2022-08-04 01:03:00,50.8,921.7
STARLINK-4081,52660,2022-08-04 00:59:00,50.7,543.9
COSMOS 1408 DEB,52932,2022-08-04 10:05:00,50.7,509.0
NUSAT-30 (MARGHERITA),52748,2022-08-04 16:48:00,50.6,493.9
STARLINK-4336,53051,2022-08-04 21:37:00,50.6,418.2
COSMOS 1408 DEB,52825,2022-08-04 23:14:00,50.6,572.7
TBA - TO BE ASSIGNED,270206,2022-08-04 18:45:00,50.6,715.3
STARLINK-4291,52988,2022-08-04 12:53:00,50.5,352.4
TBA - TO BE ASSIGNED,270243,2022-08-04 20:56:00,50.5,762.1
TBA - TO BE ASSIGNED,81438,2022-08-04 09:02:00,50.4,1052.2
TBA - TO BE ASSIGNED,82285,2022-08-04 19:43:00,50.3,1037.9
STARLINK-3987,52699,2022-08-04 14:31:00,50.3,493.0
TBA - TO BE ASSIGNED,81499,2022-08-04 17:16:00,50.3,773.2
STARLINK-4026,52600,2022-08-04 23:39:00,50.3,543.5
H-2A DEB,53121,2022-08-04 18:26:00,50.2,464.1
TBA - TO BE ASSIGNED,87416,2022-08-04 02:35:00,50.2,811.3
TBA - TO BE ASSIGNED,87737,2022-08-04 01:22:00,50.2,1040.8
SZ-14,52797,2022-08-04 16:33:00,50.1,383.6
TBA - TO BE ASSIGNED,87029,2022-08-04 12:49:00,50.1,854.8
RECURVE,52944,2022-08-04 01:52:00,50.1,499.1
TBA - TO BE ASSIGNED,87501,2022-08-04 07:04:00,50.0,749.0
TBA - TO BE ASSIGNED,82739,2022-08-04 11:32:00,50.0,1113.3
STARLINK-3936,52674,2022-08-04 01:43:00,50.0,544.4
CSS (WENTIAN),53239,2022-08-04 16:33:00,49.9,383.9
OBJECT F,52790,2022-08-04 03:07:00,49.8,602.1
TBA - TO BE ASSIGNED,82912,2022-08-04 01:25:00,49.7,1074.9
TBA - TO BE ASSIGNED,270231,2022-08-04 15:45:00,49.7,707.7
STARLINK-4054,53158,2022-08-04 17:56:00,49.7,352.6
TBA - TO BE ASSIGNED,87725,2022-08-04 21:34:00,49.7,782.6
TBA - TO BE ASSIGNED,81792,2022-08-04 03:05:00,49.5,720.0
STARLINK-4352,53047,2022-08-04 21:37:00,49.5,418.1
STARLINK-4117,53169,2022-08-04 17:53:00,49.5,352.8
STARLINK-4096,53160,2022-08-04 17:56:00,49.5,352.4
STARLINK-4038,53150,2022-08-04 17:57:00,49.5,352.5
H-2A DEB,53121,2022-08-04 18:25:00,49.4,459.9
TBA - TO BE ASSIGNED,270003,2022-08-04 07:23:00,49.4,888.4
PROGRESS MS-20,52795,2022-08-04 12:03:00,49.4,418.7
TBA - TO BE ASSIGNED,89029,2022-08-04 12:51:00,49.4,656.4
CRS-25,53113,2022-08-04 12:03:00,49.4,418.7
H-2A DEB,53126,2022-08-04 06:57:00,49.4,431.2
STARLINK-4110,53166,2022-08-04 17:55:00,49.4,352.5
STARLINK-4264,52993,2022-08-04 12:53:00,49.4,352.2
STARLINK-3981,52687,2022-08-04 00:18:00,49.3,543.8
TBA - TO BE ASSIGNED,89003,2022-08-04 03:05:00,49.3,779.4
TBA - TO BE ASSIGNED,87491,2022-08-04 15:24:00,49.3,690.6
STARLINK-4072,52694,2022-08-04 15:32:00,49.3,543.5
STARLINK-4086,52833,2022-08-04 17:30:00,49.3,473.4
FREGAT DEB,52964,2022-08-04 19:50:00,49.2,710.1
TBA - TO BE ASSIGNED,81301,2022-08-04 18:08:00,49.2,945.0
STARLINK-4355,53048,2022-08-04 21:38:00,49.2,417.0
FREGAT DEB,52954,2022-08-04 09:22:00,49.2,660.3
TBA - TO BE ASSIGNED,270278,2022-08-04 02:13:00,49.1,1105.2
STARLINK-4045,53152,2022-08-04 17:57:00,49.1,352.2
TBA - TO BE ASSIGNED,270105,2022-08-04 10:39:00,49.1,963.4
STARLINK-4275,53008,2022-08-04 12:50:00,49.0,352.8
STARLINK-4253,53004,2022-08-04 12:51:00,49.0,352.1
TBA - TO BE ASSIGNED,81037,2022-08-04 13:10:00,49.0,609.6
STARLINK-4295,52996,2022-08-04 12:52:00,48.9,352.2
STARLINK-3990,52626,2022-08-04 00:07:00,48.9,542.9
STARLINK-4117,53169,2022-08-04 17:54:00,48.8,352.7
NUSAT-30 (MARGHERITA),52748,2022-08-04 16:47:00,48.8,484.8
STARLINK-4301,52997,2022-08-04 12:52:00,48.8,352.5
TBA - TO BE ASSIGNED,82494,2022-08-04 20:52:00,48.8,735.5
TBA - TO BE ASSIGNED,82737,2022-08-04 19:34:00,48.7,1003.1
STARLINK-4275,53008,2022-08-04 12:51:00,48.7,352.1
TBA - TO BE ASSIGNED,82298,2022-08-04 04:43:00,48.6,821.5
STARLINK-4012,52602,2022-08-04 09:58:00,48.6,544.7
STARLINK-4355,53048,2022-08-04 21:37:00,48.5,416.4
STARLINK-4256,52994,2022-08-04 12:53:00,48.5,352.7
STARLINK-4094,53147,2022-08-04 17:57:00,48.5,353.0
STARLINK-4352,53047,2022-08-04 21:38:00,48.5,417.9
TBA - TO BE ASSIGNED,85370,2022-08-04 05:39:00,48.4,961.5
TBA - TO BE ASSIGNED,87898,2022-08-04 01:11:00,48.4,862.1
TBA - TO BE ASSIGNED,270210,2022-08-04 08:38:00,48.3,782.0
TBA - TO BE ASSIGNED,270234,2022-08-04 21:50:00,48.3,649.4
COSMOS 1408 DEB,53094,2022-08-04 11:08:00,48.3,544.2
STARLINK-4077,53154,2022-08-04 17:57:00,48.3,353.1
STARLINK-3972,52669,2022-08-04 15:24:00,48.2,543.1
TBA - TO BE ASSIGNED,87014,2022-08-04 02:23:00,48.2,1089.7
LEMUR 2 VANDENDRIES,52733,2022-08-04 16:45:00,48.2,528.8
TBA - TO BE ASSIGNED,82039,2022-08-04 12:30:00,48.2,735.1
ISS DEB,52952,2022-08-04 02:58:00,48.2,410.8
STARLINK-4329,53087,2022-08-04 09:41:00,48.2,418.4
TBA - TO BE ASSIGNED,81418,2022-08-04 08:11:00,48.2,1172.2
TBA - TO BE ASSIGNED,270111,2022-08-04 22:12:00,48.1,760.7
STARLINK-3994,52633,2022-08-04 22:58:00,48.1,544.1
STARLINK-3836,52577,2022-08-04 00:27:00,48.1,545.0
SHERPA-AC1,52763,2022-08-04 05:12:00,48.0,541.8
STARLINK-4104,53163,2022-08-04 17:54:00,48.0,352.8
STARLINK-4089,52831,2022-08-04 07:39:00,48.0,471.8
STARLINK-3975,52620,2022-08-04 23:56:00,48.0,544.0
TBA - TO BE ASSIGNED,81391,2022-08-04 01:43:00,48.0,810.8
STARLINK-4083,52832,2022-08-04 07:37:00,47.9,470.4
STARLINK-4089,52831,2022-08-04 07:40:00,47.9,471.1
TBA - TO BE ASSIGNED,87690,2022-08-04 13:02:00,47.8,936.9
STARLINK-4099,53146,2022-08-04 17:58:00,47.8,352.7
VEERY-FS1,52777,2022-08-04 05:11:00,47.8,541.3
H-2A DEB,53116,2022-08-04 06:20:00,47.8,509.6
TBA - TO BE ASSIGNED,270207,2022-08-04 11:56:00,47.7,804.8
TBA - TO BE ASSIGNED,270130,2022-08-04 00:43:00,47.7,822.0
TBA - TO BE ASSIGNED,270100,2022-08-04 18:59:00,47.7,738.7
FREGAT DEB,52958,2022-08-04 09:58:00,47.6,977.1
STARLINK-3994,52633,2022-08-04 22:57:00,47.6,544.3
TBA - TO BE ASSIGNED,87256,2022-08-04 01:55:00,47.6,879.8
STARLINK-4329,53087,2022-08-04 09:40:00,47.6,417.9
STARLINK-3975,52620,2022-08-04 23:57:00,47.6,544.0
TBA - TO BE ASSIGNED,81478,2022-08-04 00:28:00,47.6,895.8
STARLINK-4083,52832,2022-08-04 17:33:00,47.5,474.9
TBA - TO BE ASSIGNED,81311,2022-08-04 08:27:00,47.5,780.2
STARLINK-4070,52664,2022-08-04 16:13:00,47.5,542.4
TBA - TO BE ASSIGNED,270159,2022-08-04 18:30:00,47.5,1100.3
COSMOS 1408 DEB,52805,2022-08-04 13:48:00,47.4,499.6
OBJECT A,52785,2022-08-04 17:52:00,47.4,620.1
STARLINK-4100,53144,2022-08-04 17:58:00,47.4,352.1
FOSSASAT2E13,52776,2022-08-04 05:11:00,47.3,541.0
TBA - TO BE ASSIGNED,82363,2022-08-04 01:32:00,47.3,1134.8
TBA - TO BE ASSIGNED,270278,2022-08-04 20:40:00,47.3,775.0
AMS,52745,2022-08-04 16:43:00,47.3,529.6
STARLINK-3886,52582,2022-08-04 23:08:00,47.2,545.1
STARLINK-4098,53153,2022-08-04 17:56:00,47.2,352.7
STARLINK-3980,52611,2022-08-04 00:16:00,47.2,543.6
STARLINK-3986,52623,2022-08-04 23:47:00,47.2,543.2
OBJECT TQ,53305,2022-08-04 11:59:00,47.1,417.1
STARLINK-4028,52677,2022-08-04 01:08:00,47.1,545.0
TBA - TO BE ASSIGNED,89029,2022-08-04 23:39:00,47.1,618.8
STARLINK-4093,53157,2022-08-04 17:56:00,47.0,352.4
TBA - TO BE ASSIGNED,81488,2022-08-04 10:02:00,46.9,1025.2
TBA - TO BE ASSIGNED,87991,2022-08-04 20:15:00,46.9,987.2
STARLINK-4104,53163,2022-08-04 17:55:00,46.9,352.6
STARLINK-4103,53141,2022-08-04 17:58:00,46.8,352.4
TBA - TO BE ASSIGNED,87553,2022-08-04 09:21:00,46.8,1153.9
STARLINK-4106,53145,2022-08-04 17:57:00,46.7,352.7
STARLINK-4093,53157,2022-08-04 17:55:00,46.7,352.5
TBA - TO BE ASSIGNED,82314,2022-08-04 20:14:00,46.7,573.4
TBA - TO BE ASSIGNED,270180,2022-08-04 22:19:00,46.7,690.5
TBA - TO BE ASSIGNED,81342,2022-08-04 20:00:00,46.6,773.1
TBA - TO BE ASSIGNED,89389,2022-08-04 05:41:00,46.6,702.9
TBA - TO BE ASSIGNED,87293,2022-08-04 13:40:00,46.6,1198.2
H-2A DEB,53340,2022-08-04 17:49:00,46.6,511.2
FREGAT DEB,52953,2022-08-04 19:26:00,46.4,703.8
CZ-2D R/B,52910,2022-08-04 06:19:00,46.4,497.0
TBA - TO BE ASSIGNED,81247,2022-08-04 05:47:00,46.4,711.7
STARLINK-4114,53162,2022-08-04 17:55:00,46.3,353.3
TBA - TO BE ASSIGNED,81509,2022-08-04 21:38:00,46.3,637.5
PLANETUM1,52738,2022-08-04 16:44:00,46.2,529.4
STARLINK-4101,53142,2022-08-04 17:58:00,46.2,352.8
TBA - TO BE ASSIGNED,81264,2022-08-04 10:00:00,46.2,685.9
TBA - TO BE ASSIGNED,270039,2022-08-04 04:52:00,46.1,914.6
OBJECT E,53320,2022-08-04 11:04:00,46.1,500.8
TBA - TO BE ASSIGNED,82820,2022-08-04 21:27:00,46.1,814.0
TBA - TO BE ASSIGNED,82912,2022-08-04 12:57:00,46.0,785.5
STARLINK-3995,52632,2022-08-04 09:21:00,46.0,549.3
STARLINK-4078,52689,2022-08-04 23:54:00,45.9,547.3
TBA - TO BE ASSIGNED,87725,2022-08-04 10:58:00,45.9,745.3
TBA - TO BE ASSIGNED,82168,2022-08-04 09:58:00,45.9,622.6
TBA - TO BE ASSIGNED,270202,2022-08-04 06:57:00,45.9,910.6
STARLINK-4145,53137,2022-08-04 17:59:00,45.8,352.0
TBA - TO BE ASSIGNED,82893,2022-08-04 15:46:00,45.8,867.1
OBJECT V,52751,2022-08-04 05:51:00,45.8,540.9
OBJECT TR,53306,2022-08-04 11:57:00,45.7,416.3
STARLINK-4078,52689,2022-08-04 23:53:00,45.6,543.9
STARLINK-4073,52672,2022-08-04 01:49:00,45.6,545.2
H-2A DEB,53343,2022-08-04 17:45:00,45.5,576.2
STARLINK-4013,52604,2022-08-04 23:33:00,45.4,543.5
STARLINK-4014,52684,2022-08-04 14:43:00,45.4,543.2
TBA - TO BE ASSIGNED,81947,2022-08-04 16:12:00,45.4,1010.8
TBA - TO BE ASSIGNED,89146,2022-08-04 05:29:00,45.4,797.0
CZ-2D DEB,52911,2022-08-04 06:18:00,45.3,498.6
TBA - TO BE ASSIGNED,85010,2022-08-04 14:42:00,45.3,994.1
OBJECT TZ,53321,2022-08-04 11:57:00,45.3,416.3
STARLINK-4102,53143,2022-08-04 17:58:00,45.2,352.2
STARLINK-4042,52661,2022-08-04 00:54:00,45.2,543.6
STARLINK-4150,53134,2022-08-04 17:59:00,45.1,352.6
STARLINK-4260,52986,2022-08-04 12:53:00,45.1,352.4
TBA - TO BE ASSIGNED,85246,2022-08-04 15:35:00,45.0,837.4
TBA - TO BE ASSIGNED,81817,2022-08-04 20:15:00,44.9,695.1
TBA - TO BE ASSIGNED,270278,2022-08-04 05:52:00,44.9,1169.7
STARLINK-3988,52625,2022-08-04 22:52:00,44.9,549.2
STARLINK-4063,53132,2022-08-04 17:59:00,44.9,352.5
TBA - TO BE ASSIGNED,270278,2022-08-04 00:23:00,44.8,1004.0
STARLINK-4260,52986,2022-08-04 12:54:00,44.8,352.1
TBA - TO BE ASSIGNED,81661,2022-08-04 03:31:00,44.8,696.1
PVSAT,52894,2022-08-04 19:52:00,44.8,706.5
TBA - TO BE ASSIGNED,270089,2022-08-04 04:36:00,44.8,797.4
STARLINK-4040,53151,2022-08-04 17:57:00,44.7,352.5
TBA - TO BE ASSIGNED,81391,2022-08-04 14:08:00,44.7,820.5
STARLINK-3984,52621,2022-08-04 08:28:00,44.6,543.7
MINOTAUR 4 DEB,52978,2022-08-04 15:21:00,44.5,557.3
TBA - TO BE ASSIGNED,270048,2022-08-04 18:15:00,44.5,914.1
OBJECT TS,53307,2022-08-04 11:57:00,44.5,416.9
CPOD FLT1 (TYVAK-0032),52772,2022-08-04 05:52:00,44.5,539.4
TBA - TO BE ASSIGNED,81696,2022-08-04 15:32:00,44.4,739.3
STARLINK-4066,53148,2022-08-04 17:57:00,44.4,352.7
TBA - TO BE ASSIGNED,81478,2022-08-04 12:58:00,44.4,896.8
STARLINK-4086,52833,2022-08-04 07:35:00,44.4,469.4
OBJECT TU,53309,2022-08-04 11:56:00,44.4,415.7
OBJECT D,53319,2022-08-04 11:05:00,44.4,501.7
OBJECT TV,53310,2022-08-04 11:56:00,44.3,416.0
TBA - TO BE ASSIGNED,53364,2022-08-04 16:10:00,44.3,530.2
COSMOS 1408 DEB,52924,2022-08-04 22:15:00,44.3,547.1
STARLINK-3959,52564,2022-08-04 14:57:00,44.2,542.0
TBA - TO BE ASSIGNED,81599,2022-08-04 10:35:00,44.2,1138.3
TBA - TO BE ASSIGNED,87681,2022-08-04 13:15:00,44.2,1045.1
STARLINK-3959,52564,2022-08-04 14:56:00,44.2,542.2
OBJECT B,53317,2022-08-04 11:07:00,44.1,502.3
OBJECT C,53318,2022-08-04 11:06:00,44.1,501.9
STARLINK-3911,52565,2022-08-04 22:13:00,44.0,543.9
H-2A DEB,53332,2022-08-04 06:54:00,44.0,579.6
TBA - TO BE ASSIGNED,81798,2022-08-04 00:56:00,44.0,729.9
ICEYE-X19,52758,2022-08-04 05:10:00,44.0,539.9
TBA - TO BE ASSIGNED,82642,2022-08-04 15:16:00,44.0,939.4
STARLINK-3967,52636,2022-08-04 09:23:00,44.0,544.4
TBA - TO BE ASSIGNED,81732,2022-08-04 10:17:00,43.9,494.5
TBA - TO BE ASSIGNED,87211,2022-08-04 16:01:00,43.9,742.0
TBA - TO BE ASSIGNED,85061,2022-08-04 00:46:00,43.9,1150.4
STARLINK-3980,52611,2022-08-04 10:22:00,43.8,545.0
GHGSAT-C5,52744,2022-08-04 16:42:00,43.8,528.7
H-2A DEB,53114,2022-08-04 06:21:00,43.8,479.7
TBA - TO BE ASSIGNED,81794,2022-08-04 15:43:00,43.8,616.6
COSMOS 1408 DEB,52822,2022-08-04 10:23:00,43.7,618.7
STARLINK-3893,52579,2022-08-04 14:01:00,43.7,543.6
TBA - TO BE ASSIGNED,87405,2022-08-04 03:45:00,43.7,934.6
STARLINK-4185,53139,2022-08-04 17:58:00,43.6,352.7
STARLINK-4089,52831,2022-08-04 17:35:00,43.6,475.3
TBA - TO BE ASSIGNED,85292,2022-08-04 02:16:00,43.6,725.5
STARLINK-4307,53063,2022-08-04 09:36:00,43.6,418.2
TBA - TO BE ASSIGNED,270172,2022-08-04 09:28:00,43.6,782.2
STARLINK-3982,52614,2022-08-04 22:52:00,43.6,544.0
TBA - TO BE ASSIGNED,270096,2022-08-04 09:44:00,43.6,796.5
PLATFORM-1,52770,2022-08-04 16:43:00,43.5,524.8
ICEYE-X20,52759,2022-08-04 05:08:00,43.5,539.4
STARLINK-3833,52578,2022-08-04 00:32:00,43.5,545.2
STARLINK-3886,52582,2022-08-04 13:02:00,43.5,543.6
STARLINK-3891,52650,2022-08-04 08:02:00,43.5,355.1
STARLINK-3993,52692,2022-08-04 15:38:00,43.5,542.3
STARLINK-4186,52880,2022-08-04 17:19:00,43.5,356.3
TBA - TO BE ASSIGNED,87672,2022-08-04 13:36:00,43.5,881.1
