OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SINAH 1,2005-043D,2026-04-22T20:02:54.697056,14.64117637,.0015763,98.2773,246.8579,90.2835,270.0173,0,U,28893,999,9242,.59319E-4,.263E-5,0
RESURS-DK 1,2006-021A,2026-04-22T08:55:26.446368,15.12969943,.00029684,69.9297,124.0096,347.0832,13.0257,0,U,29228,999,9413,.98038687E-4,.1625E-4,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2026-04-22T19:57:15.577056,14.64623444,.001301,97.8312,299.9552,247.7690,237.2866,0,U,29268,999,5337,.59031E-4,.269E-5,0
LAPAN-TUBSAT,2007-001A,2026-04-22T20:01:08.151168,14.85893065,.0012588,98.1352,110.8147,13.0907,347.0631,0,U,29709,999,4293,.87525E-4,.706E-5,0
HAIYANG-1B,2007-010A,2026-04-22T16:44:58.483968,14.31012546,.0013769,98.3475,96.7039,11.3117,348.8373,0,U,31113,999,99269,.38787E-4,.6E-6,0
COSMO-SKYMED 1,2007-023A,2026-04-22T20:32:10.637952,14.96821990,.0001127,97.8869,304.2515,99.4819,260.6530,0,U,31598,999,2151,.1651E-3,.1831E-4,0
TERRASAR-X,2007-026A,2026-04-21T11:29:57.671808,15.19149529,.0001811,97.4453,119.9937,79.9030,280.2409,0,U,31698,999,4461,.16722E-4,.284E-5,0
WORLDVIEW-1 (WV-1),2007-041A,2026-04-22T18:10:52.300128,15.24267266,.0001506,97.3875,233.2777,213.2043,146.9100,0,U,32060,999,3443,.20296E-3,.4884E-4,0
YAOGAN-3,2007-055A,2026-04-22T21:11:53.656224,14.90562597,.0001219,97.8201,143.3035,95.2994,264.8363,0,U,32289,999,99762,.13219E-3,.1237E-4,0
COSMO-SKYMED 2,2007-059A,2026-04-22T19:15:29.297952,14.82155908,.0001409,97.8884,297.2027,92.1908,267.9466,0,U,32376,999,99379,.39247E-4,.26E-5,0
RADARSAT-2,2007-061A,2026-04-22T19:56:20.921280,14.29981492,.0001252,98.5803,120.5509,85.5437,274.5889,0,U,32382,999,95804,.11332E-4,-.14E-6,0
CARTOSAT-2A,2008-021A,2026-04-22T20:20:48.565248,14.79168150,.0010441,97.7682,163.4331,295.4476,64.5655,0,U,32783,999,97062,.92758E-4,.638E-5,0
HUANJING 1A (HJ-1A),2008-041A,2026-04-22T20:57:34.242336,14.83858744,.001813,97.6675,100.8640,324.8860,35.1158,0,U,33320,999,95020,.156E-3,.1246E-4,0
HUANJING 1B (HJ-1B),2008-041B,2026-04-22T21:15:06.261696,14.83214596,.0036774,97.6516,104.2117,7.6292,352.5474,0,U,33321,999,95021,.12537E-3,.984E-5,0
GEOEYE 1,2008-042A,2026-04-22T17:58:37.843968,14.64671677,.0003249,98.1252,187.3796,220.9786,139.1173,0,U,33331,999,94203,.64276E-4,.294E-5,0
THEOS,2008-049A,2026-04-22T20:56:03.219936,14.20123979,.0001296,98.5610,171.9398,92.7391,267.3935,0,U,33396,999,91011,-.27226E-4,-.1E-5,0
COSMO-SKYMED 3,2008-054A,2026-04-22T19:47:41.626176,15.06587843,.0017108,97.8344,330.4708,93.7829,266.5354,0,U,33412,999,94860,.15121E-3,.218E-4,0
YAOGAN-4,2008-061A,2026-04-22T13:48:44.546112,14.83092482,.0012859,97.9285,46.5088,250.3242,109.6585,0,U,33446,999,93742,.89283E-4,.674E-5,0
GOSAT (IBUKI),2009-002A,2026-04-22T13:40:43.228128,14.67547561,.0001214,98.0820,224.3671,108.6288,251.5048,0,U,33492,999,92330,.90032E-4,.463E-5,0
DEIMOS-1,2009-041A,2026-04-22T20:07:18.859872,14.75177773,.0002223,97.7342,272.4852,51.5770,308.5639,0,U,35681,999,89872,.89304E-4,.556E-5,0
DUBAISAT-1,2009-041B,2026-04-22T14:24:52.293600,14.75016634,.0009221,97.9963,246.4968,246.0527,113.9716,0,U,35682,999,89690,.11579E-3,.729E-5,0
OCEANSAT-2,2009-051A,2026-04-22T20:51:42.627168,13.99650945,.0016275,98.2306,105.2532,34.3972,325.8245,0,U,35931,999,87159,-.11646E-3,-.208E-5,0
WORLDVIEW-2 (WV-2),2009-055A,2026-04-22T18:34:49.730880,14.37927147,.0004925,98.4694,187.0051,39.5494,320.6052,0,U,35946,999,86768,.40255E-4,.78E-6,0
SMOS,2009-059A,2026-04-22T19:13:21.679104,14.39742878,.0001193,98.4435,300.9447,92.7010,267.4315,0,U,36036,999,86548,.57059E-4,.135E-5,0
YAOGAN-7,2009-069A,2026-04-22T05:39:03.304224,14.77952770,.00236933,98.0140,358.4292,217.2935,142.6632,0,U,36110,999,88136,.56511737E-4,.356E-5,0
TANDEM-X,2010-030A,2026-04-21T11:29:57.571584,15.19149482,.0001878,97.4460,119.9940,96.8223,263.3225,0,U,36605,999,87803,.16387E-4,.277E-5,0
CARTOSAT-2B,2010-035A,2026-04-22T20:23:33.997056,14.78660340,.0011597,98.0001,163.7379,17.1095,343.0505,0,U,36795,999,85167,.10806E-3,.74E-5,0
YAOGAN-10,2010-038A,2026-04-22T20:37:59.115072,14.85175860,.000146,97.9024,136.7009,88.0555,85.2083,0,U,36834,999,84899,.19954E-3,.1655E-4,0
COSMO-SKYMED 4,2010-060A,2026-04-22T19:33:44.739360,14.82160295,.00015,97.8886,297.2161,78.7150,281.4232,0,U,37216,999,83636,.13273E-3,.1005E-4,0
RESOURCESAT-2,2011-015A,2026-04-22T18:26:14.767872,14.21598175,.0012255,98.7671,180.5847,61.3057,298.9350,0,U,37387,999,77830,.54806E-4,.76E-6,0
HAIYANG-2A,2011-043A,2026-04-22T19:32:33.332352,13.76104858,.0005933,99.3415,116.6468,192.2661,167.8346,0,U,37781,999,73904,.36767E-4,-.8E-7,0
RASAT,2011-044D,2026-04-22T20:25:01.782048,14.68112577,.0020978,98.0546,205.1003,11.7793,126.7411,0,U,37791,999,78506,.90269E-4,.471E-5,0
SRMSAT,2011-058D,2026-04-22T03:46:33.502944,14.11561813,.00115954,19.9731,38.6033,307.5892,83.1132,0,U,37841,999,74989,.57187595E-4,.37E-5,0
PLEIADES 1A,2011-076F,2026-04-22T20:19:22.058112,14.58534601,.0001099,98.1983,188.6877,76.2070,59.8551,0,U,38012,999,76392,.46463E-4,.17E-5,0
ZIYUAN 1-02C (ZY 1-02C),2011-079A,2026-04-22T20:20:52.143072,14.38166519,.0007631,98.4095,181.3058,109.9044,16.2809,0,U,38038,999,75125,.65326E-4,.155E-5,0
ARIRANG-3 (KOMPSAT-3),2012-025B,2026-04-22T21:02:24.967104,14.62154986,.0004116,98.1131,71.3077,295.7936,64.2840,0,U,38338,999,74326,.69305E-4,.302E-5,0
EXACTVIEW-1 (ADS-1B),2012-039C,2026-04-22T13:25:37.096032,14.24967218,.00103256,98.9698,228.7143,336.9898,23.0817,0,U,38709,999,71478,.54695281E-4,.81E-6,0
SPOT 6,2012-047A,2026-04-22T20:03:39.722688,14.58519836,.0001258,98.2142,180.7837,83.0189,277.1153,0,U,38755,999,72498,.46832E-4,.172E-5,0
PLEIADES 1B,2012-068A,2026-04-22T20:31:36.774336,14.58560734,.0001082,98.1954,188.6639,83.5629,276.5693,0,U,39019,999,71278,.47787E-4,.176E-5,0
GOKTURK 2,2012-073A,2026-04-22T19:29:26.995200,14.75488318,.0001812,97.6856,313.0099,103.9007,256.2404,0,U,39030,999,71634,.10007E-3,.634E-5,0
LANDSAT 8,2013-008A,2026-04-22T17:54:14.097600,14.57102794,.0001169,98.1856,183.7316,93.8687,266.2645,0,U,39084,999,68982,.13659E-4,.16E-6,0
SARAL,2013-009A,2026-04-22T19:18:35.277408,14.32841790,.0003015,98.5565,300.0709,89.4263,270.7266,0,U,39086,999,68767,.36456E-4,.56E-6,0
GAOFEN-1,2013-018A,2026-04-22T19:58:52.519584,14.76549560,.0018683,97.9109,186.0184,84.7800,275.5542,0,U,39150,999,70007,.93024E-4,.6E-5,0
VNREDSAT 1,2013-021B,2026-04-22T19:53:22.248672,14.64947753,.0001269,97.9123,168.3561,87.2328,272.9021,0,U,39160,999,69218,.96355E-4,.47E-5,0
ARIRANG-5 (KOMPSAT-5),2013-042A,2026-04-22T19:56:53.343744,15.04498055,.0003034,97.6217,300.3061,3.5613,356.5634,0,U,39227,999,69553,.15462E-3,.2104E-4,0
SKYSAT-A,2013-066C,2026-04-22T13:32:07.959264,15.12642558,.0022679,97.3867,163.7318,143.6188,216.6590,0,U,39418,999,68007,.13912E-3,.2382E-4,0
DUBAISAT-2,2013-066D,2026-04-22T20:51:37.310976,15.09763696,.0009993,97.4561,104.4862,216.7690,143.2855,0,U,39419,999,67804,.15905E-3,.2507E-4,0
GPM-CORE,2014-009C,2026-04-22T19:10:23.491200,15.44609908,.001232,64.9709,133.7318,259.7454,100.2298,0,U,39574,999,68925,.10792E-3,.4804E-4,0
SENTINEL-1A,2014-016A,2026-04-22T21:26:15.764064,14.59198366,.0001416,98.1804,121.2294,84.3934,275.7427,0,U,39634,999,64195,.24748E-4,.71E-6,0
KAZEOSAT 1,2014-024A,2026-04-22T20:39:04.792032,14.42057013,.0001392,98.3218,186.6778,98.4413,261.6935,0,U,39731,999,63058,.48928E-4,.118E-5,0
ALOS-2,2014-029A,2026-04-22T19:34:20.059680,14.79465341,.0001819,97.9199,210.7714,88.1109,272.0311,0,U,39766,999,64339,-.15973E-4,-.171E-5,0
KAZEOSAT 2,2014-033A,2026-04-22T20:36:22.091328,14.85404344,.0009587,97.5450,315.3828,134.0391,226.1617,0,U,40010,999,64074,.11386E-3,.931E-5,0
HODOYOSHI-4,2014-033B,2026-04-22T19:51:33.518592,14.87992339,.0024895,97.5462,300.3261,126.6007,233.7506,0,U,40011,999,64057,.17836E-3,.1593E-4,0
DEIMOS-2,2014-033D,2026-04-22T21:57:20.056608,14.93564780,.0001842,97.5895,349.3287,101.3353,258.8074,0,U,40013,999,62947,.10866E-3,.1091E-4,0
HODOYOSHI-3,2014-033F,2026-04-22T12:57:43.600608,14.85259302,.0033106,97.6368,277.8414,175.3709,184.7819,0,U,40015,999,63936,.96822E-4,.786E-5,0
SPOT 7,2014-034A,2026-04-22T20:11:44.038752,14.60908608,.00016,98.0660,176.7500,78.9895,281.1486,0,U,40053,999,62905,.98304E-4,.436E-5,0
SKYSAT-B,2014-037D,2026-04-22T09:03:09.934848,14.87874203,.00069855,98.3795,68.1835,97.3233,262.8776,0,U,40072,999,63766,.11927031E-3,.103E-4,0
WORLDVIEW-3 (WV-3),2014-048A,2026-04-22T18:41:39.691104,14.84926024,.0002738,97.8581,188.3762,114.7767,245.3733,0,U,40115,999,63368,.75428E-4,.589E-5,0
GAOFEN-2,2014-049A,2026-04-22T20:05:46.355712,14.80832885,.0008634,98.0141,177.0887,58.2694,301.9359,0,U,40118,999,63104,.2917E-4,.172E-5,0
YAOGAN-21,2014-053A,2026-04-22T21:11:15.101088,15.25563614,.0006368,97.1528,155.5104,293.5019,66.5551,0,U,40143,999,64652,.17843E-3,.4461E-4,0
YAOGAN-22,2014-063A,2026-04-22T16:02:30.416640,13.15529402,.0005856,100.7638,263.0363,318.7039,41.3628,0,U,40275,999,55251,.12744E-3,.1E-7,0
ASNARO,2014-070A,2026-04-22T20:16:37.092000,15.19575127,.0003325,97.3456,190.4429,31.1250,329.0182,0,U,40298,999,63560,.27806E-3,.585E-4,0
YAOGAN-24,2014-072A,2026-04-22T20:08:08.493216,14.76148333,.0015311,98.1403,249.7357,81.6447,278.6497,0,U,40310,999,61555,.95942E-4,.611E-5,0
CBERS 4,2014-079A,2026-04-22T20:00:04.882176,14.35543879,.000115,98.3391,171.4139,133.5583,226.5699,0,U,40336,999,59601,.24785E-4,.29E-6,0
YAOGAN-26,2014-088A,2026-04-22T20:46:36.282144,15.45146072,.0002318,97.0667,114.4607,223.4908,136.6159,0,U,40362,999,62915,.32109E-3,.15139E-3,0
SMAP,2015-003A,2026-04-22T18:20:00.826080,14.63388104,.0001843,98.1298,120.6390,80.1953,279.9457,0,U,40376,999,59951,.61829E-4,.273E-5,0
KOMPSAT-3A,2015-014A,2026-04-22T19:37:18.628608,15.51213505,.0060313,97.6908,100.2479,21.2729,339.1009,0,U,40536,999,61322,.41142E-3,.25911E-3,0
SENTINEL-2A,2015-028A,2026-04-22T19:55:20.252928,14.30822106,.0001317,98.5622,188.4736,86.6184,273.5149,0,U,40697,999,56581,.3955E-4,.6E-6,0
GAOFEN-8,2015-030A,2026-04-22T20:08:34.683648,15.43971627,.0009772,97.6936,302.9672,41.2407,318.9577,0,U,40701,999,60290,.44838E-3,.20384E-3,0
CARBONITE 1 (CBNT-1),2015-032D,2026-04-22T19:21:09.217152,14.83410324,.0015909,97.6496,293.2037,113.7979,246.4905,0,U,40718,999,58113,.26031E-3,.209E-4,0
YAOGAN-27,2015-040A,2026-04-22T21:55:21.875232,13.16067391,.0008094,100.1147,101.7015,347.5381,12.5531,0,U,40878,999,51039,-.64204E-3,-.286E-5,0
GAOFEN-9 01,2015-047A,2026-04-22T20:43:52.788288,14.82780493,.0026372,97.6331,151.0603,324.3112,35.6338,0,U,40894,999,57199,.78177E-4,.584E-5,0
YAOGAN-28,2015-064A,2026-04-22T21:16:10.398144,15.26697782,.0011379,97.2993,252.3310,34.3359,325.8614,0,U,41026,999,58224,.18398E-3,.4767E-4,0
YAOGAN-29,2015-069A,2026-04-22T20:28:26.842080,14.83039996,.0001566,98.0077,141.3884,143.6828,216.4492,0,U,41038,999,56242,.74601E-4,.553E-5,0
KENT RIDGE 1,2015-077B,2026-04-21T09:08:03.732000,15.22777860,.00082715,14.9806,328.3371,157.3588,202.7099,0,U,41167,999,57242,.12297262E-3,.3722E-4,0
GAOFEN-4,2015-083A,2026-04-22T21:38:00.387168,1.00268914,.0003213,0.3650,82.5563,132.8703,65.7236,0,U,41194,999,3797,0,-.345E-5,0
JASON-3,2016-002A,2026-04-22T18:42:14.480064,12.87625832,.0007918,66.0412,242.3226,274.9194,85.0920,0,U,41240,999,48011,.11239E-3,-.34E-6,0
SENTINEL-3A,2016-011A,2026-04-22T19:32:05.307648,14.26737858,.0000992,98.6276,180.9845,97.0341,263.0952,0,U,41335,999,53016,.45491E-4,.66E-6,0
ZIYUAN 3-02 (ZY 3-02),2016-033A,2026-04-22T20:59:30.217920,15.21228805,.0014059,97.3842,189.7044,124.9418,235.3141,0,U,41556,999,54957,.19646E-3,.4327E-4,0
CARTOSAT-2C,2016-040A,2026-04-22T20:47:53.191104,15.19211974,.0008743,97.4518,173.5902,333.5368,26.5419,0,U,41599,999,54531,.97967E-4,.1995E-4,0
SKYSAT-C1,2016-040C,2026-04-22T01:16:03.236736,15.35342457,.00019777,96.9620,146.8389,175.1242,185.0022,0,U,41601,999,54925,.23266079E-3,.7913E-4,0
LAPAN-A3,2016-040E,2026-04-22T20:03:45.430272,15.32735498,.0009409,97.1495,110.8187,203.9732,156.1074,0,U,41603,999,54633,.87746E-4,.2702E-4,0
GAOFEN-3,2016-049A,2026-04-22T20:37:06.383424,14.42224932,.0001223,98.4037,121.4769,66.3380,293.7938,0,U,41727,999,51067,-.37107E-4,-.166E-5,0
SKYSAT-C4,2016-058B,2026-04-22T19:03:00.782784,15.46851655,.0003614,96.9224,136.9428,100.1747,259.9911,0,U,41771,999,53690,.23457E-3,.11703E-3,0
SKYSAT-C5,2016-058C,2026-04-22T01:43:27.242112,15.33647559,.00048186,97.0528,155.2326,120.5100,239.6619,0,U,41772,999,53514,.20367254E-3,.6554E-4,0
SKYSAT-C2,2016-058D,2026-04-22T19:40:15.560256,15.40805801,.0001626,97.0221,137.0383,213.0446,147.0700,0,U,41773,999,53652,.20429E-3,.8291E-4,0
SKYSAT-C3,2016-058E,2026-04-22T16:06:05.527584,15.50227448,.0002655,96.9102,145.7200,106.6635,253.4910,0,U,41774,999,53750,.26414E-3,.14843E-3,0
ALSAT-1B,2016-059C,2026-04-22T20:22:56.718048,14.72229634,.0010525,97.7779,123.9993,50.0086,310.2045,0,U,41785,999,51243,.20487E-4,.82E-6,0
PATHFINDER 1,2016-059E,2026-04-22T16:59:00.368160,14.67591343,.0029113,97.8179,114.4892,26.0284,334.2378,0,U,41787,999,51157,.89316E-4,.463E-5,0
SCATSAT 1,2016-059H,2026-04-22T03:29:52.286784,14.79398949,.00559855,98.1229,175.3290,69.4289,291.2916,0,U,41790,999,9330,.13126535E-3,.948E-5,0
GOKTURK 1A,2016-073A,2026-04-22T20:07:45.871104,14.62790599,.0001406,98.1302,8.3635,81.6631,278.4730,0,U,41875,999,50073,.59842E-4,.259E-5,0
RESOURCESAT-2A,2016-074A,2026-04-22T19:41:34.921248,14.21617511,.0001338,98.7536,186.7721,213.9788,146.1304,0,U,41877,999,48643,.16469E-3,.317E-5,0
CARTOSAT-2D,2017-008A,2026-04-22T20:00:27.576864,15.19244049,.0005747,97.4145,173.1579,79.8402,280.3481,0,U,41948,999,50917,.18792E-3,.3893E-4,0
SENTINEL-2B,2017-013A,2026-04-22T19:44:53.890080,14.30822801,.0001265,98.5648,188.3824,90.7469,269.3859,0,U,42063,999,47672,.62061E-4,.119E-5,0
CARTOSAT-2E,2017-036C,2026-04-22T20:25:11.942688,15.19274153,.0004106,97.4313,173.5499,127.9528,232.2078,0,U,42767,999,48974,-.19371E-4,-.475E-5,0
FORMOSAT-5,2017-049A,2026-04-22T19:30:24.757056,14.50876090,.0010228,98.2262,189.3499,250.6450,109.3639,0,U,42920,999,45864,.37535E-4,.104E-5,0
SENTINEL-5P,2017-064A,2026-04-22T17:30:03.439008,14.19509054,.0001265,98.7937,55.2590,82.4649,277.6671,0,U,42969,999,44169,.4174E-4,.44E-6,0
SKYSAT-C11,2017-068A,2026-04-22T19:56:03.439104,15.55016215,.0001431,97.4288,259.3989,146.6347,213.4998,0,U,42987,999,47463,.28469E-3,.19013E-3,0
SKYSAT-C10,2017-068B,2026-04-22T07:53:44.593440,15.33636623,.00015556,97.4425,248.7018,113.4158,246.7249,0,U,42988,999,47379,.2464801E-3,.7936E-4,0
SKYSAT-C9,2017-068C,2026-04-22T15:35:03.928128,15.40178228,.0007825,97.4348,249.4456,344.8342,15.2668,0,U,42989,999,47420,.23032E-3,.9167E-4,0
SKYSAT-C8,2017-068D,2026-04-22T15:26:23.698176,15.35842709,.0001195,97.4442,248.6122,110.4577,249.6795,0,U,42990,999,47378,.23591E-3,.8146E-4,0
SKYSAT-C7,2017-068E,2026-04-22T15:14:10.646016,15.35785715,.0004834,97.4452,249.5895,312.1992,47.8841,0,U,42991,999,47384,.22735E-3,.7835E-4,0
SKYSAT-C6,2017-068F,2026-04-22T19:50:53.099808,15.33460135,.0002078,97.4495,249.9357,15.5824,344.5481,0,U,42992,999,47383,.21391E-3,.6838E-4,0
CARTOSAT-2F,2018-004A,2026-04-22T21:10:49.893888,15.19248340,.0002496,97.4073,173.2230,99.3939,260.7578,0,U,43111,999,45893,.17317E-3,.3582E-4,0
GAOFEN-1 02,2018-031A,2026-04-22T20:41:22.265664,14.76437681,.0003175,98.0560,175.5313,160.1110,200.0224,0,U,43259,999,43453,.64846E-4,.399E-5,0
GAOFEN-1 03,2018-031B,2026-04-22T20:09:50.522976,14.76425219,.0001278,98.0555,175.3741,226.0091,134.1013,0,U,43260,999,43452,.75295E-4,.472E-5,0
GAOFEN-1 04,2018-031D,2026-04-22T21:12:28.937664,14.76461629,.0000706,98.0561,175.6012,84.2113,275.9177,0,U,43262,999,43452,.13092E-3,.859E-5,0
SENTINEL-3B,2018-039A,2026-04-22T18:53:25.027008,14.26732517,.0001674,98.6275,181.1060,95.4996,264.6376,0,U,43437,999,41622,.45351E-4,.66E-6,0
GAOFEN-5 01,2018-043A,2026-04-22T15:22:01.354944,14.60564431,.0000626,98.4533,83.0753,218.7061,141.4094,0,U,43461,999,42358,.53387E-4,.21E-5,0
GAOFEN-6,2018-048A,2026-04-22T20:13:47.842176,14.76563257,.0012109,97.7791,177.5443,1.8225,358.3027,0,U,43484,999,42522,.36639E-4,.207E-5,0
GAOFEN-11 01,2018-063A,2026-04-22T21:02:09.149856,15.53664487,.0004584,97.1329,179.9665,156.3453,203.8012,0,U,43585,999,43175,.18822E-3,.11932E-3,0
ICESAT-2,2018-070A,2026-04-22T18:14:05.727264,15.28290038,.0002597,92.0020,276.0289,58.8562,301.2942,0,U,43613,999,42399,.80272E-4,.2214E-4,0
HYSIS,2018-096A,2026-04-22T20:34:24.425760,14.78658510,.0000907,97.9863,180.0292,69.7148,290.4161,0,U,43719,999,39924,.49144E-4,.308E-5,0
KAZSTSAT,2018-099AB,2026-04-22T01:19:20.256384,14.99765981,.00035757,97.4378,146.5178,207.8689,152.2344,0,U,43783,999,40289,.84047722E-4,.983E-5,0
SAUDISAT 5A,2018-102A,2026-04-22T21:13:51.170592,15.27472067,.0008831,97.3105,175.5425,339.5125,20.5759,0,U,43831,999,40723,.14723E-3,.3888E-4,0
SAUDISAT 5B,2018-102C,2026-04-22T20:20:51.523584,15.27758371,.0009616,97.3206,178.4760,341.4431,18.6456,0,U,43833,999,40734,.14161E-3,.377E-4,0
GAOFEN-10R,2019-066A,2026-04-22T21:27:34.167744,14.82931158,.0004832,98.0460,66.0891,331.6342,28.4607,0,U,44622,999,35418,.10795E-3,.821E-5,0
CARTOSAT-3,2019-081A,2026-04-22T19:57:54.824256,15.19262301,.0011618,97.4339,175.5748,351.6499,8.4540,0,U,44804,999,35506,.14724E-3,.304E-4,0
GAOFEN-12 01,2019-082A,2026-04-22T20:37:41.304576,14.80411388,.0001248,97.8127,120.6980,129.2277,230.9046,0,U,44819,999,34590,.38724E-4,.245E-5,0
CSG-1,2019-092A,2026-04-22T19:51:56.531232,14.82150357,.0001285,97.8886,297.2307,92.2923,267.8437,0,U,44873,999,34327,.40587E-4,.271E-5,0
NEMO-HD,2020-061F,2026-04-22T20:21:05.258592,15.43464664,.000124,97.1958,175.3938,131.2345,228.9011,0,U,46277,999,31344,.17805E-3,.7884E-4,0
SENTINEL-6A,2020-086A,2026-04-22T17:30:42.914304,12.80930867,.0007763,66.0408,250.2365,270.3565,89.6560,0,U,46984,999,25322,.73044E-4,-.44E-6,0
GAOFEN-12 02,2021-026A,2026-04-22T20:45:10.469664,14.80249567,.0006105,97.9927,111.2750,62.4799,297.7033,0,U,48079,999,27357,.39873E-4,.251E-5,0
PLEIADES NEO 3,2021-034A,2026-04-22T21:02:11.658912,14.81674700,.0001319,97.8926,188.4368,93.8878,266.2486,0,U,48268,999,26946,.3671E-4,.237E-5,0
PLEIADES NEO 4,2021-073E,2026-04-22T18:36:18.631296,14.81672355,.0001353,97.8924,188.3333,93.9580,266.1787,0,U,49070,999,25316,.54748E-4,.379E-5,0
LANDSAT 9,2021-088A,2026-04-22T05:32:49.973280,14.57117507,.00012198,98.1877,183.2979,103.6444,256.4891,0,U,49260,999,24285,.66139825E-4,.253E-5,0
CSG-2,2022-008A,2026-04-22T19:03:18.176832,14.82148263,.0001415,97.8885,297.1936,81.8187,278.3187,0,U,51444,999,22838,.6227E-4,.443E-5,0
GAOFEN-12 03,2022-069A,2026-04-22T19:35:20.082624,14.79941962,.0001523,97.8339,2.0665,45.5581,314.5755,0,U,52912,999,20642,.57695E-4,.385E-5,0
SWOT,2022-173A,2026-04-22T18:05:57.696000,14.00170106,.0000763,77.6074,110.1404,161.5633,198.5546,0,U,54754,999,17139,.4558E-4,.65E-6,0
GAOFEN-12 04,2023-123A,2026-04-22T20:09:22.638240,14.80116472,.0001262,97.9131,31.6550,88.3927,271.7430,0,U,57654,999,14444,.99133E-4,.7E-5,0
PARS 1,2024-039Q,2026-04-22T21:05:37.848192,15.44560609,.0008127,97.4808,92.1179,326.1454,33.9275,0,U,59065,999,12010,.19634E-3,.9038E-4,0
RESURS-P 4,2024-061A,2026-04-22T20:57:54.745920,15.31797439,.0002784,97.2716,61.7645,65.6333,294.5200,0,U,59371,999,11529,.79574E-4,.2367E-4,0
LEGION 1,2024-081A,2026-04-22T19:24:34.483680,15.16729441,.0009465,97.5022,191.2503,203.7025,156.3773,0,U,59625,999,10914,.15347E-3,.2944E-4,0
LEGION 2,2024-081B,2026-04-22T18:38:41.053056,15.16957993,.0011043,97.5024,191.3070,176.2658,183.8660,0,U,59626,999,10914,.15387E-3,.2973E-4,0
ALOS-4 (DAICHI-4),2024-123A,2026-04-22T20:02:06.690624,14.79460031,.0001643,97.9204,210.7941,102.3715,257.7680,0,U,60182,999,9769,.65687E-4,.439E-5,0
LEGION 3,2024-146A,2026-04-22T16:58:31.254816,15.15611183,.0008397,45.0023,328.0073,210.7529,149.2858,0,U,60452,999,9360,.14144E-3,.2471E-4,0
LEGION 4,2024-146B,2026-04-22T16:56:06.775008,15.15563500,.0014309,45.0018,59.8643,358.7069,1.3771,0,U,60453,999,9245,.19032E-3,.3415E-4,0
SENTINEL-2C,2024-157A,2026-04-22T17:13:55.817760,14.30815233,.000147,98.5636,188.2920,104.4666,255.6680,0,U,60989,999,8505,.41214E-4,.64E-6,0
IONOSFERA-M 1,2024-199A,2026-04-22T20:19:47.820864,14.22743669,.0000659,98.7248,346.5826,21.6130,338.5076,0,U,61735,999,11983,.32232E-4,.28E-6,0
IONOSFERA-M 2,2024-199B,2026-04-22T21:09:21.713184,14.22746468,.0001881,98.7247,346.5278,101.7234,258.4155,0,U,61736,999,12296,.32296E-4,.28E-6,0
