name	norad_id	country	epoch	inclination	mean_motion	eccentricity	altitude_km	period_min	rcs_size	object_type	line1	line2	launch_date_x	decay_date_x	launch_date_y	decay_date_y	launch_date	decay_date	sat_name	purpose	detailed_purpose	users	operator	orbit_type	sensor	source	filter_source	commercial_source
ICEYE-X31	58288	FIN	2026-05-20T14:31:59.386080	97.3784	15.33286538	0.00035638	473.2	93.92	MEDIUM	PAYLOAD	1 58288U 23174AJ  26140.60554845  .00012724  00000-0  39775-3 0  9998	2 58288  97.3784 216.3747 0003564  86.0772 274.0878 15.33286538140521	2023-11-11		2023-11-11		2023-11-11								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X52	64572	FIN	2026-05-20T14:24:57.870720	97.7714	14.93446254	0.00032789	594.3	96.42	MEDIUM	PAYLOAD	1 64572U 25135AW  26140.60066980  .00001397  00000-0  13826-3 0  9991	2 64572  97.7714 255.1599 0003279  77.6156 282.5431 14.93446254 49763	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X56	64574	FIN	2026-05-20T14:23:12.477408	97.7713	14.95429166	0.00033703	588.2	96.29	LARGE	PAYLOAD	1 64574U 25135AY  26140.59944997  .00002241  00000-0  20796-3 0  9997	2 64574  97.7713 255.7825 0003370  81.7857 278.3746 14.95429166 49800	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X57	64578	US	2026-05-20T14:22:10.005024	97.7863	15.0088001	0.00018189	571.3	95.94	MEDIUM	PAYLOAD	1 64578U 25135BC  26140.59872691  .00003051  00000-0  24453-3 0  9996	2 64578  97.7863 256.9950 0001819  49.2414 310.8967 15.00880010 49887	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X55	64581	FIN	2026-05-20T14:12:26.830080	97.7711	14.95021351	0.00045911	589.4	96.32	MEDIUM	PAYLOAD	1 64581U 25135BF  26140.59197720  .00002284  00000-0  21404-3 0  9993	2 64581  97.7711 255.6360 0004591  88.9301 271.2445 14.95021351 49798	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X51	63257	US	2026-05-20T14:09:58.370688	97.7493	15.00890611	0.00020324	571.3	95.94	MEDIUM	PAYLOAD	1 63257U 25052AZ  26140.59025892  .00003005  00000-0  24088-3 0  9993	2 63257  97.7493  35.7542 0002032  61.3440 298.7988 15.00890611 64669	2025-03-15		2025-03-15		2025-03-15								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X54	64570	FIN	2026-05-20T13:44:34.888992	97.7691	14.94366878	0.00032547	591.5	96.36	MEDIUM	PAYLOAD	1 64570U 25135AU  26140.57262603  .00001419  00000-0  13722-3 0  9995	2 64570  97.7691 255.2741 0003255  66.5303 293.6259 14.94366878 49776	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X33	60548	US	2026-05-20T13:38:39.842880	97.7188	15.00904123	8.88E-06	571.2	95.94	MEDIUM	PAYLOAD	1 60548U 24149CJ  26140.56851670  .00004302  00000-0  34251-3 0  9991	2 60548  97.7188 219.8751 0000089 266.8604  93.2610 15.00904123 96064	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X34	58294	US	2026-05-20T12:20:02.934240	97.3882	15.60699347	0.00053639	392.8	92.27	MEDIUM	PAYLOAD	1 58294U 23174AQ  26140.51392285  .00054669  00000-0  65668-3 0  9997	2 58294  97.3882 230.4705 0005364 222.6102 137.4740 15.60699347141429	2023-11-11		2023-11-11		2023-11-11								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X61	66754	FIN	2026-05-20T11:31:52.445568	97.4205	15.1821014	0.00048575	518.4	94.85		PAYLOAD	1 66754U 25276CS  26140.48046812  .00002416  00000-0  12138-3 0  9997	2 66754  97.4205 214.4930 0004858  83.7123 276.4664 15.18210140 26218	2025-11-28		2025-11-28		2025-11-28								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X43	60539	BRAZ	2026-05-20T11:21:17.022816	97.6761	14.99774686	0.00054326	574.7	96.01	MEDIUM	PAYLOAD	1 60539U 24149BZ  26140.47311369  .00002016  00000-0  16782-3 0  9996	2 60539  97.6761 217.8210 0005433 172.2759 187.8549 14.99774686 95962	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X41	62700	US	2026-05-20T10:59:45.375648	97.7074	14.96554993	0.00031011	584.7	96.22	MEDIUM	PAYLOAD	1 62700U 25009CV  26140.45816407  .00001515  00000-0  13824-3 0  9992	2 62700  97.7074 220.3919 0003101 106.1124 254.0439 14.96554993 73267	2025-01-14		2025-01-14		2025-01-14								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X39	60546	BRAZ	2026-05-20T10:56:47.699232	97.6799	14.99711418	0.00028139	574.9	96.02	MEDIUM	PAYLOAD	1 60546U 24149CG  26140.45610763  .00001287  00000-0  10908-3 0  9995	2 60546  97.6799 217.8585 0002814 172.2252 187.9016 14.99711418 95968	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X40	60549	UAE	2026-05-20T10:42:23.395104	97.6822	14.97848747	0.00051968	580.7	96.14	MEDIUM	PAYLOAD	1 60549U 24149CK  26140.44610411  .00000862  00000-0  78195-4 0  9998	2 60549  97.6822 217.3895 0005197 151.0874 209.0637 14.97848747 95924	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X60	66753	GREC	2026-05-20T10:28:17.774112	97.4211	15.10494855	0.00030185	541.8	95.33		PAYLOAD	1 66753U 25276CR  26140.43631683  .00002211  00000-0  13801-3 0  9998	2 66753  97.4211 213.9547 0003019 104.6737 255.4828 15.10494855 26177	2025-11-28		2025-11-28		2025-11-28								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X66	66301	UAE	2026-05-20T10:17:40.180128	45.4021	15.0882192	0.00059345	546.9	95.44		PAYLOAD	1 66301U 25248J   26140.42893727  .00002450  00000-0  16896-3 0  9996	2 66301  45.4021 279.7528 0005934 238.2318 121.7986 15.08821920 31310	2025-11-02		2025-11-02		2025-11-02								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X47	62389	FIN	2026-05-20T08:25:04.292832	44.9959	15.13015565	5.92E-05	534.1	95.17	MEDIUM	PAYLOAD	1 62389U 24247N   26140.35074413  .00001333  00000-0  88436-4 0  9990	2 62389  44.9959 145.6344 0000592 341.5362  18.5494 15.13015565 77969	2024-12-21		2024-12-21		2024-12-21								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X72	68504	FIN	2026-05-20T08:14:12.302016	97.7612	14.91939224	0.00036449	599	96.52		PAYLOAD	1 68504U 26067CS  26140.34319794  .00001409  00000-0  14469-3 0  9998	2 68504  97.7612  99.0516 0003645  76.8106 283.3519 14.91939224  7577	2026-03-30		2026-03-30		2026-03-30								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X37	59102	US	2026-05-20T08:11:11.217120	97.8274	15.05849263	0.0016586	556	95.63	MEDIUM	PAYLOAD	1 59102U 24043E   26140.34110205  .00002585  00000-0  18209-3 0  9992	2 59102  97.8274 276.9162 0016586 104.0043 256.3029 15.05849263120897	2024-03-04		2024-03-04		2024-03-04								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X75	68497	POL	2026-05-20T08:06:51.506496	97.7578	14.92044188	0.00028977	598.7	96.51		PAYLOAD	1 68497U 26067CK  26140.33809614  .00001336  00000-0  13717-3 0  9997	2 68497  97.7578  99.0382 0002898  64.0812 296.0705 14.92044188  7577	2026-03-30		2026-03-30		2026-03-30								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X64	67373	FIN	2026-05-20T06:45:31.979232	97.8017	14.87844417	0.0004826	611.8	96.78		PAYLOAD	1 67373U 26004L   26140.28162013  .00000715  00000-0  84139-4 0  9996	2 67373  97.8017 139.3027 0004826 215.8195 144.2698 14.87844417 19143	2026-01-11		2026-01-11		2026-01-11								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X48	63253	US	2026-05-20T06:23:41.447616	97.6915	14.97802833	0.0001527	580.8	96.14	MEDIUM	PAYLOAD	1 63253U 25052AV  26140.26645194  .00001602  00000-0  14136-3 0  9990	2 63253  97.6915  32.8808 0001527   7.4912 352.6333 14.97802833 64498	2025-03-15		2025-03-15		2025-03-15								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X46	63258	FIN	2026-05-20T05:58:21.096192	97.6923	14.95185957	0.0001733	588.9	96.31	MEDIUM	PAYLOAD	1 63258U 25052BA  26140.24885528  .00001558  00000-0  14702-3 0  9999	2 63258  97.6923  32.6763 0001733  90.8226 269.3194 14.95185957 64479	2025-03-15		2025-03-15		2025-03-15								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X63	67372	FIN	2026-05-20T05:55:54.122016	97.8003	14.88242905	0.0003321	610.6	96.76		PAYLOAD	1 67372U 26004K   26140.24715419  .00000526  00000-0  62862-4 0  9994	2 67372  97.8003 139.3264 0003321 201.1774 158.9306 14.88242905 19143	2026-01-11		2026-01-11		2026-01-11								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X45	62705	US	2026-05-20T04:40:09.171840	97.8245	15.00847405	9.99E-05	571.4	95.95	MEDIUM	PAYLOAD	1 62705U 25009DA  26140.19455060  .00001828  00000-0  14864-3 0  9994	2 62705  97.8245 226.6765 0000999 104.5857 255.5478 15.00847405 73480	2025-01-14		2025-01-14		2025-01-14								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X44	62707	UAE	2026-05-20T04:36:59.568768	97.7066	14.95830221	0.00013155	586.9	96.27	LARGE	PAYLOAD	1 62707U 25009DC  26140.19235612  .00001532  00000-0  14234-3 0  9998	2 62707  97.7066 219.7648 0001315 151.3608 208.7685 14.95830221 95757	2025-01-14		2025-01-14		2025-01-14								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X42	62698	UAE	2026-05-20T04:05:47.673888	97.7398	14.91848728	0.00017259	599.3	96.53	MEDIUM	PAYLOAD	1 62698U 25009CT  26140.17069067  .00001505  00000-0  15454-3 0  9999	2 62698  97.7398 218.9885 0001726 103.4309 256.7103 14.91848728 73111	2025-01-14		2025-01-14		2025-01-14								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X58	66751	FIN	2026-05-20T04:02:07.869696	97.4215	15.17689345	0.00048618	520	94.88		PAYLOAD	1 66751U 25276CP  26140.16814664  .00001857  00000-0  95460-4 0  9995	2 66751  97.4215 214.1639 0004862  82.0684 278.1101 15.17689345 26163	2025-11-28		2025-11-28		2025-11-28								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X62	66755	POL	2026-05-20T03:56:30.285888	97.421	15.09897834	0.00039999	543.6	95.37		PAYLOAD	1 66755U 25276CT  26140.16423942  .00001305  00000-0  84369-4 0  9998	2 66755  97.4210 213.2518 0004000  97.7699 262.3984 15.09897834 26104	2025-11-28		2025-11-28		2025-11-28								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X59	66752	GREC	2026-05-20T03:34:38.440128	97.42	15.01111278	0.000199	570.6	95.93		PAYLOAD	1 66752U 25276CQ  26140.14905602  .00001531  00000-0  12397-3 0  9993	2 66752  97.4200 212.6768 0001990  67.0136 293.1299 15.01111278 26060	2025-11-28		2025-11-28		2025-11-28								SAR		KEYWORD_NEW	KEYWORD
ICEYE-X49	62384	FIN	2026-05-20T00:56:48.249312	44.9981	15.12752344	0.0001412	534.9	95.19	MEDIUM	PAYLOAD	1 62384U 24247H   26140.03944733  .00001419  00000-0  93911-4 0  9990	2 62384  44.9981 147.6263 0001412 283.2203  76.8517 15.12752344 77919	2024-12-21		2024-12-21		2024-12-21								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-16 (ACADIA)	65318	US	2026-05-20T15:11:46.531680	97.7352	14.94469516	0.00035579	591.2	96.36	LARGE	PAYLOAD	1 65318U 25188D   26140.63317745  .00002638  00000-0  24978-3 0  9998	2 65318  97.7352 216.1844 0003558 357.6762   2.4441 14.94469516 39805	2025-08-26		2025-08-26		2025-08-26								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-20 (ACADIA)	68485	US	2026-05-20T14:29:18.609504	97.7566	14.92194791	0.00030112	598.2	96.5		PAYLOAD	1 68485U 26067BX  26140.60368761  .00003943  00000-0  39249-3 0  9991	2 68485  97.7566  99.3018 0003011  61.4436 298.7085 14.92194791  7612	2026-03-30		2026-03-30		2026-03-30								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-18 (ACADIA)	67385	US	2026-05-20T14:00:01.999872	97.8015	14.86626794	0.00015944	615.6	96.86		PAYLOAD	1 67385U 26004Y   26140.58335648 -.00049468  00000-0 -56113-2 0  9997	2 67385  97.8015 139.6121 0001594  92.1462 109.6134 14.86626794  5717	2026-01-11		2026-01-11		2026-01-11								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-17 (ACADIA)	64583	US	2026-05-20T13:33:44.900928	97.7664	14.91446021	0.00065783	600.6	96.55	LARGE	PAYLOAD	1 64583U 25135BH  26140.56510302  .00003844  00000-0  38989-3 0  9996	2 64583  97.7664 254.6017 0006578  94.1435 266.0535 14.91446021 49736	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-13 (ACADIA)	60419	US	2026-05-20T11:40:33.635424	53.0031	14.87640905	0.00013282	612.4	96.8	LARGE	PAYLOAD	1 60419U 24142A   26140.48650041  .00002350  00000-0  28153-3 0  9996	2 60419  53.0031 178.4813 0001328  89.7851 270.3282 14.87640905 96281	2024-08-11		2024-08-11		2024-08-11								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-19 (ACADIA)	67384	US	2026-05-20T11:14:32.473824	97.7999	14.86638683	0.00014997	615.6	96.86		PAYLOAD	1 67384U 26004X   26140.46843141  .00003100  00000-0  35520-3 0  9996	2 67384  97.7999 139.3516 0001500  90.6190 269.5198 14.86638683 19158	2026-01-11		2026-01-11		2026-01-11								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-14 (ACADIA)	59444	US	2026-05-20T10:59:23.074080	45.6047	15.12985367	0.00060307	534.2	95.18	LARGE	PAYLOAD	1 59444U 24066C   26140.45790595  .00012366  00000-0  70284-3 0  9993	2 59444  45.6047  41.6134 0006031 162.0398 198.0703 15.12985367108286	2024-04-07		2024-04-07		2024-04-07								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-11 (ACADIA)	57693	US	2026-05-20T09:47:23.012736	53.0096	14.82338681	7.38E-05	629.1	97.14	LARGE	PAYLOAD	1 57693U 23126A   26140.40790524  .00002801  00000-0  37482-3 0  9996	2 57693  53.0096 305.2406 0000738  91.3039 268.8023 14.82338681148004	2023-08-23		2023-08-23		2023-08-23								SAR		KEYWORD_NEW	KEYWORD
CAPELLA-15 (ACADIA)	60544	US	2026-05-20T05:31:27.958080	97.6778	14.924919	0.0004865	597.3	96.48	LARGE	PAYLOAD	1 60544U 24149CE  26140.23018470  .00000738  00000-0  77235-4 0  9993	2 60544  97.6778 213.8286 0004865 156.5789 203.5653 14.92491900 95680	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
UMBRA-09	60541	US	2026-05-20T05:48:53.381664	97.6964	15.17108749	0.0001242	521.7	94.92	LARGE	PAYLOAD	1 60541U 24149CB  26140.24228451  .00013986  00000-0  70829-3 0  9993	2 60541  97.6964 226.9911 0001242 110.7141 249.4225 15.17108749 96481	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
UMBRA-10	60547	US	2026-05-20T05:48:14.288256	97.6974	15.17094652	0.0002198	521.8	94.92	LARGE	PAYLOAD	1 60547U 24149CH  26140.24183204  .00011586  00000-0  58780-3 0  9991	2 60547  97.6974 227.0162 0002198 100.1564 259.9917 15.17094652 96493	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
UMBRA-11	66748	US	2026-05-20T04:37:30.283104	97.4203	15.25370626	0.00036601	496.8	94.4		PAYLOAD	1 66748U 25276CL  26140.19271161  .00015985  00000-0  63553-3 0  9997	2 66748  97.4203 215.0233 0003660  95.5580 264.6075 15.25370626 26220	2025-11-28		2025-11-28		2025-11-28								SAR		KEYWORD_NEW	KEYWORD
UMBRA-07	58297	US	2026-05-20T04:27:31.360032	97.3796	15.08543196	0.0004313	547.8	95.46	LARGE	PAYLOAD	1 58297U 23174AT  26140.18577963  .00006871  00000-0  44372-3 0  9992	2 58297  97.3796 197.0184 0004313 153.3271 206.8181 15.08543196139198	2023-11-11		2023-11-11		2023-11-11								SAR		KEYWORD_NEW	KEYWORD
UMBRA-12	67371	US	2026-05-19T22:53:24.787968	97.8017	14.89066519	0.00048599	608	96.7		PAYLOAD	1 67371U 26004J   26139.95375912  .00002983  00000-0  32230-3 0  9993	2 67371  97.8017 139.1222 0004860 209.6188 150.4754 14.89066519 19106	2026-01-11		2026-01-11		2026-01-11								SAR		KEYWORD_NEW	KEYWORD
COSMO-SKYMED-FM3	67304	IT	2026-05-20T01:07:51.854016	97.8885	14.82159939	0.0001313	629.7	97.16		PAYLOAD	1 67304U 26001A   26140.04712794  .00000161  00000-0  26754-4 0  9992	2 67304  97.8885 324.0569 0001313  90.8913 269.2451 14.82159939 20297	2026-01-03		2026-01-03		2026-01-03								SAR		KEYWORD_NEW	KEYWORD
COSMO	68460	US	2026-05-19T19:58:29.944992	97.449	15.17233133	0.00068117	521.3	94.91		PAYLOAD	1 68460U 26067AW  26139.83229103  .00005311  00000-0  27020-3 0  9998	2 68460  97.4490  98.6080 0006812 149.9062 210.2564 15.17233133  7633	2026-03-30		2026-03-30		2026-03-30								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-10 WADATSUMI-I	64055	JPN	2026-05-20T15:38:58.783200	42.0044	15.01499207	0.00119653	569.4	95.9	LARGE	PAYLOAD	1 64055U 25104A   26140.65206925  .00002978  00000-0  24034-3 0  9992	2 64055  42.0044  70.8170 0011965 165.6643 194.4524 15.01499207 55290	2025-05-17		2025-05-17		2025-05-17								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-7 TSUKUYOMI-II	59447	JPN	2026-05-20T14:57:01.342080	45.6053	15.08522823	0.00014129	547.9	95.46	LARGE	PAYLOAD	1 59447U 24066F   26140.62293220  .00004587  00000-0  30513-3 0  9995	2 59447  45.6053  29.9544 0001413 196.3533 163.7306 15.08522823116062	2024-04-07		2024-04-07		2024-04-07								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-9 SUSANOO-I	63205	JPN	2026-05-20T14:33:55.700352	42.0194	15.02863835	0.00047032	565.2	95.82	LARGE	PAYLOAD	1 63205U 25050A   26140.60689468  .00003113  00000-0  24202-3 0  9999	2 63205  42.0194 254.6114 0004703 318.1758  41.8709 15.02863835 64817	2025-03-15		2025-03-15		2025-03-15								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-11 YAMATSUMI	64340	JPN	2026-05-20T14:02:26.756160	42.0095	15.01337701	0.00109658	569.9	95.91	LARGE	PAYLOAD	1 64340U 25125A   26140.58503190  .00002776  00000-0  22600-3 0  9991	2 64340  42.0095 343.9361 0010966 305.1169  54.8629 15.01337701 51474	2025-06-11		2025-06-11		2025-06-11								SAR		KEYWORD_NEW	KEYWORD
PULSAR-0	64541	US	2026-05-20T13:46:17.311872	97.4674	15.20078757	0.0001511	512.7	94.73	LARGE	PAYLOAD	1 64541U 25135P   26140.57381148  .00001937  00000-0  92954-4 0  9999	2 64541  97.4674 255.4943 0001511 287.0447  73.0622 15.20078757 50637	2025-06-23		2025-06-23		2025-06-23								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-5 TSUKUYOMI-I	58578	JPN	2026-05-20T13:09:59.249088	42.0079	15.21894316	0.00242781	507.3	94.62	LARGE	PAYLOAD	1 58578U 23196A   26140.54860242  .00007723  00000-0  33972-3 0  9994	2 58578  42.0079 173.2187 0024278  96.5467 263.8132 15.21894316134032	2023-12-15		2023-12-15		2023-12-15								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-15 SUKUNAMI-1	67228	JPN	2026-05-20T09:14:31.785504	42.0082	14.98734964	0.00097379	577.9	96.08		PAYLOAD	1 67228U 25307A   26140.38509011  .00002587  00000-0  22617-3 0  9995	2 67228  42.0082  20.5437 0009738 182.1360 177.9425 14.98734964 22512	2025-12-21		2025-12-21		2025-12-21								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-12 KUSHINADA-I	65116	JPN	2026-05-20T08:26:47.616864	42.0101	15.00575582	0.00064373	572.3	95.96	LARGE	PAYLOAD	1 65116U 25169A   26140.35194001  .00002201  00000-0  18585-3 0  9993	2 65116  42.0101 169.2400 0006437  21.6112 338.4985 15.00575582 43234	2025-08-05		2025-08-05		2025-08-05								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-8 AMATERU-IV	60542	JPN	2026-05-20T04:24:30.850560	97.6646	15.03803813	0.00032403	562.3	95.76	LARGE	PAYLOAD	1 60542U 24149CC  26140.18369040  .00003290  00000-0  24381-3 0  9996	2 60542  97.6646 219.5753 0003240 184.6410 175.4786 15.03803813 96063	2024-08-16		2024-08-16		2024-08-16								SAR		KEYWORD_NEW	KEYWORD
QPS-SAR-14 YACHIHOKO-1	66316	JPN	2026-05-19T18:06:16.409376	42.005	14.99432832	0.00050986	575.8	96.04		PAYLOAD	1 66316U 25252A   26139.75435659  .00002806  00000-0  23984-3 0  9998	2 66316  42.0050 288.1050 0005099  69.7088 290.4285 14.99432832 29242	2025-11-05		2025-11-05		2025-11-05								SAR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-1 04	63126	PRC	2026-05-20T20:17:13.936416	97.3498	15.21579116	0.000203	508.2	94.64	LARGE	PAYLOAD	1 63126U 25040B   26140.84530019  .00000218  00000-0  12658-4 0  9999	2 63126  97.3498 255.9979 0002030  63.8345 296.3100 15.21579116 68036	2025-02-27		2025-02-27		2025-02-27								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO 3-02	63208	PRC	2026-05-20T15:02:22.936704	97.4513	15.24570686	9.30E-05	499.2	94.45	LARGE	PAYLOAD	1 63208U 25051A   26140.62665436  .00006980  00000-0  28621-3 0  9998	2 63208  97.4513 220.0739 0000930 129.5359 230.5961 15.24570686 65640	2025-03-15		2025-03-15		2025-03-15								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-3 01	59510	PRC	2026-05-20T14:16:48.294624	97.4136	15.24569707	0.00020078	499.2	94.45	LARGE	PAYLOAD	1 59510U 24072A   26140.59500341  .00006424  00000-0  26363-3 0  9994	2 59510  97.4136 221.0005 0002008 148.2434 211.8925 15.24569707116505	2024-04-15		2024-04-15		2024-04-15								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-2 03	62079	PRC	2026-05-20T11:06:58.008960	97.4395	15.19718742	0.00015758	513.8	94.75	LARGE	PAYLOAD	1 62079U 24218B   26140.46317140  .00000107  00000-0  81643-5 0  9995	2 62079  97.4395 148.1883 0001576  88.2303 271.9112 15.19718742 82232	2024-11-24		2024-11-24		2024-11-24								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-2 04	62080	PRC	2026-05-20T11:06:57.900960	97.4396	15.1971923	0.00013396	513.8	94.75	LARGE	PAYLOAD	1 62080U 24218C   26140.46317015  .00000124  00000-0  89461-5 0  9993	2 62080  97.4396 148.1927 0001340 108.1490 251.9891 15.19719230 82237	2024-11-24		2024-11-24		2024-11-24								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-2 06	68378	PRC	2026-05-20T05:35:01.289184	97.4384	15.19720116	0.00014931	513.8	94.75		PAYLOAD	1 68378U 26062B   26140.23265381  .00001047  00000-0  52170-4 0  9992	2 68378  97.4384 147.9434 0001493 107.6644 252.4754 15.19720116  8400	2026-03-25		2026-03-25		2026-03-25								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-2 05	68377	PRC	2026-05-20T04:00:12.464352	97.4384	15.19720246	0.000178	513.8	94.75		PAYLOAD	1 68377U 26062A   26140.16681093  .00001167  00000-0  57826-4 0  9991	2 68377  97.4384 147.8733 0001780  87.0415 273.1024 15.19720246  8398	2026-03-25		2026-03-25		2026-03-25								OPT_HR		KEYWORD_NEW	KEYWORD
SUPERVIEW NEO-1 03	63125	PRC	2026-05-19T20:35:56.300064	97.3471	15.21594645	0.00011178	508.2	94.64	LARGE	PAYLOAD	1 63125U 25040A   26139.85829051  .00000171  00000-0  10558-4 0  9999	2 63125  97.3471 254.9418 0001118  89.6068 270.5296 15.21594645 67872	2025-02-27		2025-02-27		2025-02-27								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02B 4	61192	PRC	2026-05-20T14:47:32.034336	97.5517	15.08638625	0.00132199	547.5	95.45	LARGE	PAYLOAD	1 61192U 24169D   26140.61634299  .00002016  00000-0  13258-3 0  9995	2 61192  97.5517 229.9388 0013220   7.1528 352.9886 15.08638625 91675	2024-09-20		2024-09-20		2024-09-20								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02B 5	61193	PRC	2026-05-20T14:31:14.478816	97.5563	15.0869479	0.00137808	547.3	95.45	LARGE	PAYLOAD	1 61193U 24169E   26140.60502869  .00002756  00000-0  17947-3 0  9992	2 61193  97.5563 230.6868 0013781  30.7964 329.4070 15.08694790 91676	2024-09-20		2024-09-20		2024-09-20								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02B 1	61189	PRC	2026-05-20T14:14:39.948288	97.5564	15.08666108	0.00040131	547.4	95.45	LARGE	PAYLOAD	1 61189U 24169A   26140.59351792  .00002967  00000-0  19341-3 0  9996	2 61189  97.5564 230.5381 0004013 126.0261 234.1340 15.08666108 91661	2024-09-20		2024-09-20		2024-09-20								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02B 3	61191	PRC	2026-05-20T13:58:34.244256	97.5556	15.08681088	0.00146726	547.4	95.45	LARGE	PAYLOAD	1 61191U 24169C   26140.58234079  .00002493  00000-0  16278-3 0  9996	2 61191  97.5556 230.3514 0014673  48.2174 312.0306 15.08681088 91664	2024-09-20		2024-09-20		2024-09-20								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02A	57696	PRC	2026-05-20T13:50:51.392544	97.555	15.10353088	0.0013065	542.3	95.34	LARGE	PAYLOAD	1 57696U 23127A   26140.57698371  .00002516  00000-0  15702-3 0  9999	2 57696  97.5550 234.7565 0013065  76.6715 283.5970 15.10353088151460	2023-08-25		2023-08-25		2023-08-25								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02B 2	61190	PRC	2026-05-20T13:43:19.039296	97.556	15.08626428	0.00082075	547.5	95.45	LARGE	PAYLOAD	1 61190U 24169B   26140.57174814  .00002224  00000-0  14605-3 0  9998	2 61190  97.5560 229.9094 0008208 107.7841 252.4283 15.08626428 91662	2024-09-20		2024-09-20		2024-09-20								OPT_HR		KEYWORD_NEW	KEYWORD
JILIN-01 KUANFU 02B 6	61194	PRC	2026-05-20T13:27:47.122848	97.5545	15.08655874	0.00179324	547.4	95.45	LARGE	PAYLOAD	1 61194U 24169F   26140.56096207  .00001903  00000-0  12517-3 0  9993	2 61194  97.5545 230.5537 0017932  60.2152 300.0858 15.08655874 91677	2024-09-20		2024-09-20		2024-09-20								OPT_HR		KEYWORD_NEW	KEYWORD
