w_mentions,w_goldstein,w_tone,w_geo,w_zscore,f1,precision,recall,best_threshold
0.0,0.5,0.1,0.1,0.3,0.25429553264604815,0.2803030303030303,0.23270440251572327,0.55
0.0,0.5,0.1,0.2,0.2,0.25316455696202533,0.25477707006369427,0.25157232704402516,0.55
0.0,0.5,0.1,0.3,0.1,0.22399999999999998,0.19444444444444445,0.2641509433962264,0.55
0.0,0.5,0.1,0.4,0.0,0.2184300341296928,0.14988290398126464,0.4025157232704403,0.1
0.0,0.5,0.2,0.0,0.3,0.245014245014245,0.22395833333333334,0.27044025157232704,0.5
0.0,0.5,0.2,0.1,0.2,0.24539877300613497,0.23952095808383234,0.25157232704402516,0.55
0.0,0.5,0.2,0.2,0.1,0.2366863905325444,0.22346368715083798,0.25157232704402516,0.55
0.0,0.5,0.2,0.3,0.0,0.21649484536082472,0.18340611353711792,0.2641509433962264,0.55
0.0,0.5,0.3,0.0,0.2,0.24157303370786515,0.2182741116751269,0.27044025157232704,0.5
0.0,0.5,0.3,0.1,0.1,0.2370820668693009,0.22941176470588234,0.24528301886792453,0.55
0.0,0.5,0.3,0.2,0.0,0.23214285714285712,0.22033898305084745,0.24528301886792453,0.55
0.0,0.5,0.4,0.0,0.1,0.24157303370786515,0.2182741116751269,0.27044025157232704,0.5
0.0,0.5,0.4,0.1,0.0,0.22364217252396165,0.22727272727272727,0.22012578616352202,0.6
0.0,0.5,0.5,0.0,0.0,0.22151898734177217,0.2229299363057325,0.22012578616352202,0.6
0.0,0.6,0.0,0.0,0.4,0.275,0.4074074074074074,0.20754716981132076,0.6
0.0,0.6,0.0,0.1,0.3,0.2535211267605634,0.5,0.16981132075471697,0.65
0.0,0.6,0.0,0.2,0.2,0.2833333333333333,0.41975308641975306,0.2138364779874214,0.65
0.0,0.6,0.0,0.3,0.1,0.23125,0.22981366459627328,0.23270440251572327,0.65
0.0,0.6,0.0,0.4,0.0,0.2184300341296928,0.14988290398126464,0.4025157232704403,0.1
0.0,0.6,0.1,0.0,0.3,0.2445414847161572,0.4,0.1761006289308176,0.65
0.0,0.6,0.1,0.1,0.2,0.24561403508771928,0.2777777777777778,0.22012578616352202,0.65
0.0,0.6,0.1,0.2,0.1,0.24358974358974358,0.24836601307189543,0.2389937106918239,0.65
0.0,0.6,0.1,0.3,0.0,0.2095238095238095,0.15027322404371585,0.34591194968553457,0.15
0.0,0.6,0.2,0.0,0.2,0.2448979591836735,0.22826086956521738,0.2641509433962264,0.6
0.0,0.6,0.2,0.1,0.1,0.23270440251572327,0.23270440251572327,0.23270440251572327,0.65
0.0,0.6,0.2,0.2,0.0,0.22291021671826625,0.21951219512195122,0.22641509433962265,0.65
0.0,0.6,0.3,0.0,0.1,0.245014245014245,0.22395833333333334,0.27044025157232704,0.6
0.0,0.6,0.3,0.1,0.0,0.22784810126582278,0.22929936305732485,0.22641509433962265,0.65
0.0,0.6,0.4,0.0,0.0,0.22006472491909385,0.22666666666666666,0.2138364779874214,0.7
0.0,0.7,0.0,0.0,0.3,0.275,0.4074074074074074,0.20754716981132076,0.7
0.0,0.7,0.0,0.1,0.2,0.2488038277511962,0.52,0.16352201257861634,0.75
0.0,0.7,0.0,0.2,0.1,0.26382978723404255,0.40789473684210525,0.1949685534591195,0.75
0.0,0.7,0.0,0.3,0.0,0.21518987341772153,0.21656050955414013,0.2138364779874214,0.75
